image.started,image.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,participant,session,date,expName,psychopyVersion,frameRate,
8.507990367740604,None,2,12.250597525342528,9.474422450977727,None,14,001,2021_Apr_12_1206,InclusionQuestion,2020.1.3,59.9967090195813,
