image.started,image.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,participant,session,date,expName,psychopyVersion,frameRate,
8.318965779945756,None,5,32.672135896075815,9.285217587117586,None,13,001,2021_Apr_12_1208,InclusionQuestion,2020.1.3,59.96612595170761,
