image.started,image.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,participant,session,date,expName,psychopyVersion,frameRate,
10.731248682805017,None,5,10.589993459336256,11.697436759422999,None,5,001,2021_Apr_07_1644,InclusionQuestion,2020.1.3,None,
