image.started,image.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,participant,session,date,expName,psychopyVersion,frameRate,
8.702445065970096,None,3,20.514926921965525,9.669270207650698,None,6,001,2021_Apr_07_1641,InclusionQuestion,2020.1.3,None,
