image.started,image.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,participant,session,date,expName,psychopyVersion,frameRate,
6.4589194080617744,None,6,30.852626898966264,7.408610835687796,None,1,001,2021_Apr_07_1238,InclusionQuestion,2020.1.3,60.01515096074928,
