image.started,image.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,participant,session,date,expName,psychopyVersion,frameRate,
6.380278762477246,None,1,36.94896679017802,7.342242513925157,None,2,001,2021_Apr_07_1232,InclusionQuestion,2020.1.3,60.01619082435494,
