image.started,image.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,participant,session,date,expName,psychopyVersion,frameRate,
7.245681955168038,None,4,16.12606653983312,8.210205742465405,None,16,001,2021_Apr_12_1312,InclusionQuestion,2020.1.3,59.98955094054079,
