image.started,image.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,participant,session,date,expName,psychopyVersion,frameRate,
7.069390956495681,None,3,26.80034677834601,8.035519277315416,None,7,001,2021_Apr_08_1106,InclusionQuestion,2020.1.3,60.01422738023037,
