image.started,image.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,participant,session,date,expName,psychopyVersion,frameRate,
5.648520417737927,None,2,22.536401621292953,6.6147751314051675,None,8,001,2021_Apr_08_1102,InclusionQuestion,2020.1.3,59.99089724666022,
