image.started,image.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,participant,session,date,expName,psychopyVersion,frameRate,
6.149773803408607,None,2,11.854683406570985,7.099365469082841,None,3,001,2021_Apr_07_1519,InclusionQuestion,2020.1.3,60.05399699121805,
