image.started,image.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,participant,session,date,expName,psychopyVersion,frameRate,
11.475605472563984,None,3,31.94388602703293,12.441676041342362,None,13,001,2021_Apr_12_1317,InclusionQuestion,2020.1.3,60.069425577345335,
