image.started,image.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,participant,session,date,expName,psychopyVersion,frameRate,
8.2267265152841,None,2,11.431586558250274,9.193116361246211,None,4,001,2021_Apr_07_1516,InclusionQuestion,2020.1.3,60.01503542359212,
