Sychronize,NumberImage,NumberPr,Partner,Condition,TuringResponsePlayer,CorrectTuringReply,Number,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Block.thisRepN,Block.thisTrialN,Block.thisN,Block.thisIndex,trials_loop.thisRepN,trials_loop.thisTrialN,trials_loop.thisN,trials_loop.thisIndex,textLeft.started,textLeft.stopped,textRight.started,textRight.stopped,key_resp_Istr.keys,key_resp_Istr.rt,key_resp_Istr.started,key_resp_Istr.stopped,SychroLeftPr.started,SychroLeftPr.stopped,SychroRightPr.started,SychroRightPr.stopped,NumberLeftPr.started,NumberLeftPr.stopped,NumberRightPr.started,NumberRightPr.stopped,CrossLeftPr.started,CrossLeftPr.stopped,CrossRightPr.started,CrossRightPr.stopped,key_respPr.keys,key_respPr.rt,key_respPr.started,key_respPr.stopped,RTLeftPr,RTRightPr,CompPr,SychronizedRTsPr,SychronizedRTsLeftCPr,SychronizedRTsRightCPr,FeedbackLeftLeftPr.started,FeedbackLeftLeftPr.stopped,FeedbackLeftRightPr.started,FeedbackLeftRightPr.stopped,FeedbackRightLeftPr.started,FeedbackRightLeftPr.stopped,FeedbackRightRightPr.started,FeedbackRightRightPr.stopped,textLeftLeftPr.started,textLeftLeftPr.stopped,textLeftRightPr.started,textLeftRightPr.stopped,textRightLeftPr.started,textRightLeftPr.stopped,textRightRightPr.started,textRightRightPr.stopped,CreditLeftPr.started,CreditLeftPr.stopped,CreditRightPr.started,CreditRightPr.stopped,text_StartExp.started,text_StartExp.stopped,key_startExp.keys,key_startExp.rt,key_startExp.started,key_startExp.stopped,SychroLeft.started,SychroLeft.stopped,SychroRight.started,SychroRight.stopped,NumberLeft.started,NumberLeft.stopped,NumberRight.started,NumberRight.stopped,CrossLeft.started,CrossLeft.stopped,CrossRight.started,CrossRight.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,RTLeft,RTRight,Comp,SychronizedRTs,SychronizedRTsLeftC,SychronizedRTsRightC,FeedbackLeftLeft.started,FeedbackLeftLeft.stopped,FeedbackLeftRight.started,FeedbackLeftRight.stopped,FeedbackRightLeft.started,FeedbackRightLeft.stopped,FeedbackRightRight.started,FeedbackRightRight.stopped,textLeftLeft.started,textLeftLeft.stopped,textLeftRight.started,textLeftRight.stopped,textRightLeft.started,textRightLeft.stopped,textRightRight.started,textRightRight.stopped,CreditLeft.started,CreditLeft.stopped,CreditRight.started,CreditRight.stopped,TuringResponsePlayer,CorrectTuringReply,Turingtext.started,Turingtext.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,BlockText.started,BlockText.stopped,text_Pause.started,text_Pause.stopped,key_respPause.keys,key_respPause.started,key_respPause.stopped,key_respPause.rt,EndText.started,EndText.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,18.793556600001466,None,18.793556600001466,None,"['v', 'v', 't']","[567.1366624000002, 571.0400236000023, 587.2330126000015]",19.76508499999909,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13_14,001,2021_Feb_24_1449,ComputerHuman,2020.1.3,59.89071142947659,
Sychronize.jpg,Number9.jpg,9,Human,,,,,0,0,0,3,,,,,,,,,,,,,,,,,607.0407128000006,None,607.0407128000006,None,610.1002178000017,None,610.1002178000017,None,610.5617832999997,None,610.5617832999997,None,"['v', 't']","[8.880636000001687, 9.300561500000185]",610.5617832999997,None,8.880636000001687,9.300561500000185,9,False,False,False,621.6384743000017,None,621.6384743000017,None,621.6384743000017,None,621.6384743000017,None,621.6384743000017,None,621.6384743000017,None,621.6384743000017,None,621.6384743000017,None,622.6406982000008,None,622.6406982000008,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13_14,001,2021_Feb_24_1449,ComputerHuman,2020.1.3,59.89071142947659,
Sychronize.jpg,Number7.jpg,7,Computer,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,623.6646363,None,623.6646363,None,624.1388864,None,624.1388864,None,"['v', 't']","[6.558149899999989, 6.903260899998713]",624.1388864,None,6.558149899999989,6.903260899998713,7,False,False,False,632.5892186000019,None,632.5892186000019,None,632.5892186000019,None,632.5892186000019,None,632.5892186000019,None,632.5892186000019,None,632.5892186000019,None,632.5892186000019,None,633.6094188999996,None,633.6094188999996,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13_14,001,2021_Feb_24_1449,ComputerHuman,2020.1.3,59.89071142947659,
Sychronize.jpg,Number10.jpg,10,Computer,,,,,0,2,2,4,,,,,,,,,,,,,,,,,,,,,634.6275671000003,None,634.6275671000003,None,635.1078266000004,None,635.1078266000004,None,"['v', 't']","[7.410342399998626, 9.481933699997171]",635.1078266000004,None,7.410342399998626,9.481933699997171,10,False,False,False,646.5478635,None,646.5478635,None,646.5478635,None,646.5478635,None,646.5478635,None,646.5478635,None,646.5478635,None,646.5478635,None,647.5622877999995,None,647.5622877999995,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13_14,001,2021_Feb_24_1449,ComputerHuman,2020.1.3,59.89071142947659,
Sychronize.jpg,Number6.jpg,6,Human,,,,,0,3,3,5,,,,,,,,,,,,,,,,,,,,,648.5857230000001,None,648.5857230000001,None,649.0604934000003,None,649.0604934000003,None,"['v', 't']","[2.496962400000484, 7.209700499999599]",649.0604934000003,None,2.496962400000484,7.209700499999599,6,False,False,False,657.878029200001,None,657.878029200001,None,657.878029200001,None,657.878029200001,None,657.878029200001,None,657.878029200001,None,657.878029200001,None,657.878029200001,None,658.8813083999994,None,658.8813083999994,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13_14,001,2021_Feb_24_1449,ComputerHuman,2020.1.3,59.89071142947659,
Sychronize.jpg,Number8.jpg,8,Computer,,,,,0,4,4,2,,,,,,,,,,,,,,,,,,,,,659.9058670000013,None,659.9058670000013,None,660.3795582999992,None,660.3795582999992,None,"['t', 'v']","[7.642185700002301, 8.134837500001595]",660.3795582999992,None,8.134837500001595,7.642185700002301,8,False,False,False,672.1522611,None,672.1522611,None,672.1522611,None,672.1522611,None,672.1522611,None,672.1522611,None,672.1522611,None,672.1522611,None,673.1662739000021,None,673.1662739000021,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13_14,001,2021_Feb_24_1449,ComputerHuman,2020.1.3,59.89071142947659,
Sychronize.jpg,Number6.jpg,6,Human,,,,,0,5,5,0,,,,,,,,,,,,,,,,,,,,,674.1905597000004,None,674.1905597000004,None,674.6642008000017,None,674.6642008000017,None,"['v', 't']","[5.50209729999915, 5.662099999997736]",674.6642008000017,None,5.50209729999915,5.662099999997736,6,False,False,False,682.7992674999987,None,682.7992674999987,None,682.7992674999987,None,682.7992674999987,None,682.7992674999987,None,682.7992674999987,None,682.7992674999987,None,682.7992674999987,None,683.843128200002,None,683.843128200002,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13_14,001,2021_Feb_24_1449,ComputerHuman,2020.1.3,59.89071142947659,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,684.8035221999999,None,"['space', 'space']","[1.1520183999964502, 2.7722532999978284]",685.7980123999987,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13_14,001,2021_Feb_24_1449,ComputerHuman,2020.1.3,59.89071142947659,
Sychronize.jpg,Number8.jpg,,Computer,Computer.xlsx,1,c,8,,,,,0,0,0,3,0,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,688.6236816000019,None,688.6236816000019,None,691.6397584000006,None,691.6397584000006,None,692.1204031999987,None,692.1204031999987,None,"['v', 't']","[7.873816899998928, 8.983993999998347]",692.1204031999987,None,7.873816899998928,8.983993999998347,8,False,False,False,703.6250012000019,None,703.6250012000019,None,703.6250012000019,None,703.6250012000019,None,703.6250012000019,None,703.6250012000019,None,703.6250012000019,None,703.6250012000019,None,704.6471449000019,None,704.6471449000019,None,1,c,,,,,,,,,,,,,,,,,,13_14,001,2021_Feb_24_1449,ComputerHuman,2020.1.3,59.89071142947659,
Sychronize.jpg,Number9.jpg,,Computer,Computer.xlsx,1,c,9,,,,,0,0,0,3,0,1,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,705.6695307000009,None,705.6695307000009,None,706.1394409999994,None,706.1394409999994,None,"['v', 't']","[8.230421000000206, 9.313716699998622]",706.1394409999994,None,8.230421000000206,9.313716699998622,9,False,False,False,717.2104528000018,None,717.2104528000018,None,717.2104528000018,None,717.2104528000018,None,717.2104528000018,None,717.2104528000018,None,717.2104528000018,None,717.2104528000018,None,718.2257391999992,None,718.2257391999992,None,1,c,,,,,,,,,,,,,,,,,,13_14,001,2021_Feb_24_1449,ComputerHuman,2020.1.3,59.89071142947659,
