Condition,CorrectTuringReply,Sychronize,NumberImage,Number,Partner,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Block.thisRepN,Block.thisTrialN,Block.thisN,Block.thisIndex,trials_loop.thisRepN,trials_loop.thisTrialN,trials_loop.thisN,trials_loop.thisIndex,textLeft.started,textLeft.stopped,textRight.started,textRight.stopped,key_resp_Istr.keys,key_resp_Istr.rt,key_resp_Istr.started,key_resp_Istr.stopped,SychroLeftPr.started,SychroLeftPr.stopped,SychroRightPr.started,SychroRightPr.stopped,NumberLeftPr.started,NumberLeftPr.stopped,NumberRightPr.started,NumberRightPr.stopped,CrossLeftPr.started,CrossLeftPr.stopped,CrossRightPr.started,CrossRightPr.stopped,key_respPrLeft.keys,key_respPrLeft.rt,key_respPrLeft.started,key_respPrLeft.stopped,key_respPrRight.keys,key_respPrRight.rt,key_respPrRight.started,key_respPrRight.stopped,RTPrLeft,RTPrRight,CompPr,SychronizedRTsPr,SychronizedRTsLeftCPr,SychronizedRTsRightCPr,FeedbackLeftLeftPr.started,FeedbackLeftLeftPr.stopped,FeedbackRightRightPr.started,FeedbackRightRightPr.stopped,LineLeftPr.started,LineLeftPr.stopped,LineRightPr.started,LineRightPr.stopped,CreditLeftPr.started,CreditLeftPr.stopped,CreditRightPr.started,CreditRightPr.stopped,text_StartExp.started,text_StartExp.stopped,key_startExp.keys,key_startExp.rt,key_startExp.started,key_startExp.stopped,SychroLeft.started,SychroLeft.stopped,SychroRight.started,SychroRight.stopped,NumberLeft.started,NumberLeft.stopped,NumberRight.started,NumberRight.stopped,CrossLeft.started,CrossLeft.stopped,CrossRight.started,CrossRight.stopped,key_respLeft.keys,key_respLeft.started,key_respLeft.stopped,key_respRight.keys,key_respRight.rt,key_respRight.started,key_respRight.stopped,RTLeft,RTRight,Comp,SychronizedRTs,SychronizedRTsLeftC,SychronizedRTsRightC,FeedbackLeftLeft.started,FeedbackLeftLeft.stopped,FeedbackLeftRight.started,FeedbackLeftRight.stopped,FeedbackRightLeft.started,FeedbackRightLeft.stopped,FeedbackRightRight.started,FeedbackRightRight.stopped,LineLeft.started,LineLeft.stopped,LineRight.started,LineRight.stopped,CreditLeft.started,CreditLeft.stopped,CreditRight.started,CreditRight.stopped,key_respLeft.rt,CorrectTuringReply,TuringtextLeft.started,TuringtextLeft.stopped,TuringtextRight.started,TuringtextRight.stopped,keyTuringLeft.keys,keyTuringLeft.corr,keyTuringLeft.rt,keyTuringLeft.started,keyTuringLeft.stopped,keyTuringRight.keys,keyTuringRight.corr,keyTuringRight.rt,keyTuringRight.started,keyTuringRight.stopped,RespTuringLeft,RespTuringRight,BlockText.started,BlockText.stopped,text_Pause.started,text_Pause.stopped,key_respPause.keys,key_respPause.started,key_respPause.stopped,key_respPause.rt,EndText.started,EndText.stopped,participant,session,date,expName,psychopyVersion,frameRate,
Human.xlsx,h,Sychronize.jpg,Number10.jpg,10,Human,,,,,0,1,1,8,0,7,7,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1920.98956066851,None,1920.98956066851,None,1921.4397501027283,None,1921.4397501027283,None,None,1921.4397501027283,None,t,11.151149612775498,1921.4397501027283,None,13,11.151149612775498,10,False,False,False,1934.48643037671,None,1934.48643037671,None,1934.48643037671,None,1934.48643037671,None,1934.48643037671,None,1934.48643037671,None,1935.5028553868383,None,1935.5028553868383,None,,h,,,,,,,,,,,,,,,,,,,,,,,,,,,13_14,001,2021_Apr_12_1051,ComputerHuman,2020.1.3,59.9558616498,
Human.xlsx,h,Sychronize.jpg,Number7.jpg,7,Human,,,,,0,1,1,8,0,8,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1936.5523254489822,None,1936.5523254489822,None,1937.0024654837093,None,1937.0024654837093,None,v,1937.0024654837093,None,t,10.735230594580571,1937.0024654837093,None,9.056094405636031,10.735230594580571,7,False,False,False,1947.8163955628993,None,1947.8163955628993,None,1947.8163955628993,None,1947.8163955628993,None,1947.8163955628993,None,1947.8163955628993,None,1948.8162569877027,None,1948.8162569877027,None,9.056094405636031,h,,,,,,,,,,,,,,,,,,,,,,,,,,,13_14,001,2021_Apr_12_1051,ComputerHuman,2020.1.3,59.9558616498,
Human.xlsx,h,Sychronize.jpg,Number10.jpg,10,Human,,,,,0,1,1,8,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1949.83205648479,None,1949.83205648479,None,1950.315853611985,None,1950.315853611985,None,v,1950.315853611985,None,t,10.185263810926699,1950.315853611985,None,9.209633799003768,10.185263810926699,10,False,False,False,1960.563289249099,None,1960.563289249099,None,1960.563289249099,None,1960.563289249099,None,1960.563289249099,None,1960.563289249099,None,1961.5630364776753,None,1961.5630364776753,None,9.209633799003768,h,,,,,,,,,,,,,,,,,,,,,,,,,,,13_14,001,2021_Apr_12_1051,ComputerHuman,2020.1.3,59.9558616498,
Human.xlsx,h,,,,,,,,,0,1,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,h,1962.5628029528066,None,1962.5628029528066,None,q,1,7.61374665951962,1962.5628029528066,None,o,1,6.641532911127797,1962.5628029528066,None,h,h,1970.2275542664643,None,None,None,None,None,None,,,,13_14,001,2021_Apr_12_1051,ComputerHuman,2020.1.3,59.9558616498,
Human.xlsx,h,Sychronize.jpg,Number6.jpg,6,Human,,,,,0,2,2,4,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1975.2263455828033,None,1975.2263455828033,None,1978.3086307006292,None,1978.3086307006292,None,1978.7420637631958,None,1978.7420637631958,None,v,1978.7420637631958,None,t,7.144463038755475,1978.7420637631958,None,6.741287164696587,7.144463038755475,6,False,False,False,1985.9402679954487,None,1985.9402679954487,None,1985.9402679954487,None,1985.9402679954487,None,1985.9402679954487,None,1985.9402679954487,None,1986.9566683058315,None,1986.9566683058315,None,6.741287164696587,h,,,,,,,,,,,,,,,,,,,,,,,,,,,13_14,001,2021_Apr_12_1051,ComputerHuman,2020.1.3,59.9558616498,
Human.xlsx,h,Sychronize.jpg,Number10.jpg,10,Human,,,,,0,2,2,4,0,1,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1988.0061207253002,None,1988.0061207253002,None,1988.4563088764153,None,1988.4563088764153,None,None,1988.4563088764153,None,t,11.633177340004295,1988.4563088764153,None,13,11.633177340004295,10,False,False,False,2001.5030446446299,None,2001.5030446446299,None,2001.5030446446299,None,2001.5030446446299,None,2001.5030446446299,None,2001.5030446446299,None,2002.5194472004441,None,2002.5194472004441,None,,h,,,,,,,,,,,,,,,,,,,,,,,,,,,13_14,001,2021_Apr_12_1051,ComputerHuman,2020.1.3,59.9558616498,
Human.xlsx,h,Sychronize.jpg,Number6.jpg,6,Human,,,,,0,2,2,4,0,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003.5688893550832,None,2003.5688893550832,None,2004.0191406990543,None,2004.0191406990543,None,v,2004.0191406990543,None,t,6.193569020231735,2004.0191406990543,None,7.426105899036884,6.193569020231735,6,False,False,False,2011.50052815755,None,2011.50052815755,None,2011.50052815755,None,2011.50052815755,None,2011.50052815755,None,2011.50052815755,None,2012.5003427490687,None,2012.5003427490687,None,7.426105899036884,h,,,,,,,,,,,,,,,,,,,,,,,,,,,13_14,001,2021_Apr_12_1051,ComputerHuman,2020.1.3,59.9558616498,
Human.xlsx,h,Sychronize.jpg,Number9.jpg,9,Human,,,,,0,2,2,4,0,3,3,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013.566409436458,None,2013.566409436458,None,2014.0166380053383,None,2014.0166380053383,None,v,2014.0166380053383,None,t,11.023193382007776,2014.0166380053383,None,9.199681084582153,11.023193382007776,9,False,False,False,2025.0970799447368,None,2025.0970799447368,None,2025.0970799447368,None,2025.0970799447368,None,2025.0970799447368,None,2025.0970799447368,None,2026.0969554836806,None,2026.0969554836806,None,9.199681084582153,h,,,,,,,,,,,,,,,,,,,,,,,,,,,13_14,001,2021_Apr_12_1051,ComputerHuman,2020.1.3,59.9558616498,
Human.xlsx,h,Sychronize.jpg,Number8.jpg,8,Human,,,,,0,2,2,4,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2027.1464194510818,None,2027.1464194510818,None,2027.596532861408,None,2027.596532861408,None,v,2027.596532861408,None,None,,2027.596532861408,None,11.08641382467249,13,8,False,False,False,2040.6431169026137,None,2040.6431169026137,None,2040.6431169026137,None,2040.6431169026137,None,2040.6431169026137,None,2040.6431169026137,None,2041.6429619678447,None,2041.6429619678447,None,11.08641382467249,h,,,,,,,,,,,,,,,,,,,,,,,,,,,13_14,001,2021_Apr_12_1051,ComputerHuman,2020.1.3,59.9558616498,
Human.xlsx,h,Sychronize.jpg,Number10.jpg,10,Human,,,,,0,2,2,4,0,5,5,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2042.7094270589246,None,2042.7094270589246,None,2043.1426278797258,None,2043.1426278797258,None,None,2043.1426278797258,None,t,10.318228636885124,2043.1426278797258,None,13,10.318228636885124,10,False,False,False,2056.189378724409,None,2056.189378724409,None,2056.189378724409,None,2056.189378724409,None,2056.189378724409,None,2056.189378724409,None,2057.1891400671257,None,2057.1891400671257,None,,h,,,,,,,,,,,,,,,,,,,,,,,,,,,13_14,001,2021_Apr_12_1051,ComputerHuman,2020.1.3,59.9558616498,
Human.xlsx,h,Sychronize.jpg,Number7.jpg,7,Human,,,,,0,2,2,4,0,6,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2058.2552734759056,None,2058.2552734759056,None,2058.6887623534817,None,2058.6887623534817,None,v,2058.6887623534817,None,t,8.447442309252892,2058.6887623534817,None,5.936069680228229,8.447442309252892,7,False,False,False,2067.186549801584,None,2067.186549801584,None,2067.186549801584,None,2067.186549801584,None,2067.186549801584,None,2067.186549801584,None,2068.203023890428,None,2068.203023890428,None,5.936069680228229,h,,,,,,,,,,,,,,,,,,,,,,,,,,,13_14,001,2021_Apr_12_1051,ComputerHuman,2020.1.3,59.9558616498,
Human.xlsx,h,Sychronize.jpg,Number7.jpg,7,Human,,,,,0,2,2,4,0,7,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2069.2527682159825,None,2069.2527682159825,None,2069.702677292048,None,2069.702677292048,None,None,2069.702677292048,None,t,7.23649557441513,2069.702677292048,None,13,7.23649557441513,7,False,False,False,2082.7660433669794,None,2082.7660433669794,None,2082.7660433669794,None,2082.7660433669794,None,2082.7660433669794,None,2082.7660433669794,None,2083.7657771229674,None,2083.7657771229674,None,,h,,,,,,,,,,,,,,,,,,,,,,,,,,,13_14,001,2021_Apr_12_1051,ComputerHuman,2020.1.3,59.9558616498,
Human.xlsx,h,Sychronize.jpg,Number8.jpg,8,Human,,,,,0,2,2,4,0,8,8,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2084.7981822270253,None,2084.7981822270253,None,2085.2654295622597,None,2085.2654295622597,None,None,2085.2654295622597,None,t,9.300310094080032,2085.2654295622597,None,13,9.300310094080032,8,False,False,False,2098.3289072672105,None,2098.3289072672105,None,2098.3289072672105,None,2098.3289072672105,None,2098.3289072672105,None,2098.3289072672105,None,2099.3285890574994,None,2099.3285890574994,None,,h,,,,,,,,,,,,,,,,,,,,,,,,,,,13_14,001,2021_Apr_12_1051,ComputerHuman,2020.1.3,59.9558616498,
Human.xlsx,h,Sychronize.jpg,Number9.jpg,9,Human,,,,,0,2,2,4,0,9,9,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2100.3780982543053,None,2100.3780982543053,None,2100.8281677183304,None,2100.8281677183304,None,v,2100.8281677183304,None,t,10.408241567362438,2100.8281677183304,None,11.704897061403699,10.408241567362438,9,False,False,False,2112.5919326139615,None,2112.5919326139615,None,2112.5919326139615,None,2112.5919326139615,None,2112.5919326139615,None,2112.5919326139615,None,2113.608337735983,None,2113.608337735983,None,11.704897061403699,h,,,,,,,,,,,,,,,,,,,,,,,,,,,13_14,001,2021_Apr_12_1051,ComputerHuman,2020.1.3,59.9558616498,
Human.xlsx,h,,,,,,,,,0,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,h,2114.6081106266324,None,2114.6081106266324,None,q,1,4.576338413461599,2114.6081106266324,None,o,1,2.7997957298953224,2114.6081106266324,None,h,h,2119.24038626553,None,None,None,None,None,None,,,,13_14,001,2021_Apr_12_1051,ComputerHuman,2020.1.3,59.9558616498,
Computer.xlsx,c,Sychronize.jpg,Number9.jpg,9,Computer,,,,,0,3,3,9,0,0,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2124.239060819435,None,2124.239060819435,None,2127.3046697595883,None,2127.3046697595883,None,2127.7548081904356,None,2127.7548081904356,None,v,2127.7548081904356,None,t,10.651168378166403,2127.7548081904356,None,11.05612359624456,10.651168378166403,9,False,False,False,2138.8686817168314,None,2138.8686817168314,None,2138.8686817168314,None,2138.8686817168314,None,2138.8686817168314,None,2138.8686817168314,None,2139.885074007816,None,2139.885074007816,None,11.05612359624456,c,,,,,,,,,,,,,,,,,,,,,,,,,,,13_14,001,2021_Apr_12_1051,ComputerHuman,2020.1.3,59.9558616498,
Computer.xlsx,c,Sychronize.jpg,Number7.jpg,7,Computer,,,,,0,3,3,9,0,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2140.934575506,None,2140.934575506,None,2141.3681102545324,None,2141.3681102545324,None,v,2141.3681102545324,None,t,8.589371859804487,2141.3681102545324,None,9.821752841513444,8.589371859804487,7,False,False,False,2151.248898696078,None,2151.248898696078,None,2151.248898696078,None,2151.248898696078,None,2151.248898696078,None,2151.248898696078,None,2152.265369897939,None,2152.265369897939,None,9.821752841513444,c,,,,,,,,,,,,,,,,,,,,,,,,,,,13_14,001,2021_Apr_12_1051,ComputerHuman,2020.1.3,59.9558616498,
Computer.xlsx,c,Sychronize.jpg,Number7.jpg,7,Computer,,,,,0,3,3,9,0,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2153.315119035132,None,2153.315119035132,None,2153.7649568989436,None,2153.7649568989436,None,v,2153.7649568989436,None,t,7.275474660145846,2153.7649568989436,None,10.719861899551688,7.275474660145846,7,False,False,True,2164.562282333491,None,2164.562282333491,None,2164.562282333491,None,2164.562282333491,None,2164.562282333491,None,2164.562282333491,None,2165.56203405293,None,2165.56203405293,None,10.719861899551688,c,,,,,,,,,,,,,,,,,,,,,,,,,,,13_14,001,2021_Apr_12_1051,ComputerHuman,2020.1.3,59.9558616498,
Computer.xlsx,c,Sychronize.jpg,Number10.jpg,10,Computer,,,,,0,3,3,9,0,3,3,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2166.611479094552,None,2166.611479094552,None,2167.061572616771,None,2167.061572616771,None,None,2167.061572616771,None,t,11.125126024838664,2167.061572616771,None,13,11.125126024838664,10,False,False,False,2180.12502850896,None,2180.12502850896,None,2180.12502850896,None,2180.12502850896,None,2180.12502850896,None,2180.12502850896,None,2181.1247616233954,None,2181.1247616233954,None,,c,,,,,,,,,,,,,,,,,,,,,,,,,,,13_14,001,2021_Apr_12_1051,ComputerHuman,2020.1.3,59.9558616498,
Computer.xlsx,c,Sychronize.jpg,Number6.jpg,6,Computer,,,,,0,3,3,9,0,4,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2182.174303860121,None,2182.174303860121,None,2182.6244548012296,None,2182.6244548012296,None,v,2182.6244548012296,None,t,7.365472514155044,2182.6244548012296,None,8.586143570960758,7.365472514155044,6,False,False,False,2191.2722957707942,None,2191.2722957707942,None,2191.2722957707942,None,2191.2722957707942,None,2191.2722957707942,None,2191.2722957707942,None,2192.2720141295376,None,2192.2720141295376,None,8.586143570960758,c,,,,,,,,,,,,,,,,,,,,,,,,,,,13_14,001,2021_Apr_12_1051,ComputerHuman,2020.1.3,59.9558616498,
Computer.xlsx,c,Sychronize.jpg,Number10.jpg,10,Computer,,,,,0,3,3,9,0,5,5,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2193.3381597278026,None,2193.3381597278026,None,2193.7716049798537,None,2193.7716049798537,None,v,2193.7716049798537,None,t,10.725177477296256,2193.7716049798537,None,12.345782325952314,10.725177477296256,10,False,False,False,2206.1685122509134,None,2206.1685122509134,None,2206.1685122509134,None,2206.1685122509134,None,2206.1685122509134,None,2206.1685122509134,None,2207.1683197853627,None,2207.1683197853627,None,12.345782325952314,c,,,,,,,,,,,,,,,,,,,,,,,,,,,13_14,001,2021_Apr_12_1051,ComputerHuman,2020.1.3,59.9558616498,
Computer.xlsx,c,Sychronize.jpg,Number8.jpg,8,Computer,,,,,0,3,3,9,0,6,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2208.2347643467833,None,2208.2347643467833,None,2208.6679430340464,None,2208.6679430340464,None,v,2208.6679430340464,None,t,9.151313529269828,2208.6679430340464,None,11.140313160698042,9.151313529269828,8,False,False,False,2219.8651432376746,None,2219.8651432376746,None,2219.8651432376746,None,2219.8651432376746,None,2219.8651432376746,None,2219.8651432376746,None,2220.8815066588268,None,2220.8815066588268,None,11.140313160698042,c,,,,,,,,,,,,,,,,,,,,,,,,,,,13_14,001,2021_Apr_12_1051,ComputerHuman,2020.1.3,59.9558616498,
Computer.xlsx,c,Sychronize.jpg,Number9.jpg,9,Computer,,,,,0,3,3,9,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2221.931010723218,None,2221.931010723218,None,2222.3811767407947,None,2222.3811767407947,None,None,2222.3811767407947,None,t,10.377220290616606,2222.3811767407947,None,13,10.377220290616606,9,False,False,False,2235.4279753810897,None,2235.4279753810897,None,2235.4279753810897,None,2235.4279753810897,None,2235.4279753810897,None,2235.4279753810897,None,2236.4442935728375,None,2236.4442935728375,None,,c,,,,,,,,,,,,,,,,,,,,,,,,,,,13_14,001,2021_Apr_12_1051,ComputerHuman,2020.1.3,59.9558616498,
Computer.xlsx,c,Sychronize.jpg,Number8.jpg,8,Computer,,,,,0,3,3,9,0,8,8,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2237.493828431717,None,2237.493828431717,None,2237.943954031528,None,2237.943954031528,None,v,2237.943954031528,None,t,9.001346617305899,2237.943954031528,None,11.089961285554182,9.001346617305899,8,False,False,False,2249.1078349197305,None,2249.1078349197305,None,2249.1078349197305,None,2249.1078349197305,None,2249.1078349197305,None,2249.1078349197305,None,2250.107543655197,None,2250.107543655197,None,11.089961285554182,c,,,,,,,,,,,,,,,,,,,,,,,,,,,13_14,001,2021_Apr_12_1051,ComputerHuman,2020.1.3,59.9558616498,
Computer.xlsx,c,Sychronize.jpg,Number6.jpg,6,Computer,,,,,0,3,3,9,0,9,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2251.1573130012725,None,2251.1573130012725,None,2251.607195452937,None,2251.607195452937,None,v,2251.607195452937,None,t,7.509446690410641,2251.607195452937,None,9.838173681554963,7.509446690410641,6,False,False,False,2261.5046947159544,None,2261.5046947159544,None,2261.5046947159544,None,2261.5046947159544,None,2261.5046947159544,None,2261.5046947159544,None,2262.504462153414,None,2262.504462153414,None,9.838173681554963,c,,,,,,,,,,,,,,,,,,,,,,,,,,,13_14,001,2021_Apr_12_1051,ComputerHuman,2020.1.3,59.9558616498,
Computer.xlsx,c,,,,,,,,,0,3,3,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,2263.520816272064,None,2263.520816272064,None,a,1,4.62394444674328,2263.520816272064,None,l,1,16.42174527120187,2263.520816272064,None,c,c,None,None,2280.0166851593985,None,"['space', 'space']",2280.9998360835057,None,"[2.2556391604525743, 4.0715647866309155]",,,13_14,001,2021_Apr_12_1051,ComputerHuman,2020.1.3,59.9558616498,
Human.xlsx,h,Sychronize.jpg,Number9.jpg,9,Human,,,,,0,4,4,2,0,0,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2285.1321455642624,None,2285.1321455642624,None,2288.1977397487235,None,2288.1977397487235,None,2288.647968317604,None,2288.647968317604,None,None,2288.647968317604,None,t,11.28515728124421,2288.647968317604,None,13,11.28515728124421,9,False,False,False,2301.6946088153713,None,2301.6946088153713,None,2301.6946088153713,None,2301.6946088153713,None,2301.6946088153713,None,2301.6946088153713,None,2302.7110825834393,None,2302.7110825834393,None,,h,,,,,,,,,,,,,,,,,,,,,,,,,,,13_14,001,2021_Apr_12_1051,ComputerHuman,2020.1.3,59.9558616498,
Human.xlsx,h,Sychronize.jpg,Number8.jpg,8,Human,,,,,0,4,4,2,0,1,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2303.760554570239,None,2303.760554570239,None,2304.2107433629058,None,2304.2107433629058,None,None,2304.2107433629058,None,t,9.94123770105034,2304.2107433629058,None,13,9.94123770105034,8,False,False,False,2317.2573915592952,None,2317.2573915592952,None,2317.2573915592952,None,2317.2573915592952,None,2317.2573915592952,None,2317.2573915592952,None,2318.27386949745,None,2318.27386949745,None,,h,,,,,,,,,,,,,,,,,,,,,,,,,,,13_14,001,2021_Apr_12_1051,ComputerHuman,2020.1.3,59.9558616498,
Human.xlsx,h,Sychronize.jpg,Number9.jpg,9,Human,,,,,0,4,4,2,0,2,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2319.3233507867512,None,2319.3233507867512,None,2319.7734831228563,None,2319.7734831228563,None,v,2319.7734831228563,None,t,11.781081983588138,2319.7734831228563,None,11.489723462288566,11.781081983588138,9,True,False,False,2331.620493218637,None,2331.620493218637,None,2331.620493218637,None,2331.620493218637,None,2331.620493218637,None,2331.620493218637,None,2332.6202147851395,None,2332.6202147851395,None,11.489723462288566,h,,,,,,,,,,,,,,,,,,,,,,,,,,,13_14,001,2021_Apr_12_1051,ComputerHuman,2020.1.3,59.9558616498,
Human.xlsx,h,Sychronize.jpg,Number6.jpg,6,Human,,,,,0,4,4,2,0,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2333.6867321626937,None,2333.6867321626937,None,2334.119907000646,None,2334.119907000646,None,v,2334.119907000646,None,t,6.745524935355661,2334.119907000646,None,9.170310520712519,6.745524935355661,6,False,False,False,2343.350887795471,None,2343.350887795471,None,2343.350887795471,None,2343.350887795471,None,2343.350887795471,None,2343.350887795471,None,2344.350694046816,None,2344.350694046816,None,9.170310520712519,h,,,,,,,,,,,,,,,,,,,,,,,,,,,13_14,001,2021_Apr_12_1051,ComputerHuman,2020.1.3,59.9558616498,
Human.xlsx,h,Sychronize.jpg,Number7.jpg,7,Human,,,,,0,4,4,2,0,4,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2345.400093538258,None,2345.400093538258,None,2345.850298369721,None,2345.850298369721,None,v,2345.850298369721,None,t,8.850294520409534,2345.850298369721,None,10.234917677672001,8.850294520409534,7,False,False,False,2356.147674005699,None,2356.147674005699,None,2356.147674005699,None,2356.147674005699,None,2356.147674005699,None,2356.147674005699,None,2357.147461652041,None,2357.147461652041,None,10.234917677672001,h,,,,,,,,,,,,,,,,,,,,,,,,,,,13_14,001,2021_Apr_12_1051,ComputerHuman,2020.1.3,59.9558616498,
Human.xlsx,h,Sychronize.jpg,Number7.jpg,7,Human,,,,,0,4,4,2,0,5,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2358.196907014439,None,2358.196907014439,None,2358.646841431803,None,2358.646841431803,None,None,2358.646841431803,None,t,7.8324744558117345,2358.646841431803,None,13,7.8324744558117345,7,False,False,False,2371.6937741564316,None,2371.6937741564316,None,2371.6937741564316,None,2371.6937741564316,None,2371.6937741564316,None,2371.6937741564316,None,2372.710235093463,None,2372.710235093463,None,,h,,,,,,,,,,,,,,,,,,,,,,,,,,,13_14,001,2021_Apr_12_1051,ComputerHuman,2020.1.3,59.9558616498,
Human.xlsx,h,Sychronize.jpg,Number6.jpg,6,Human,,,,,0,4,4,2,0,6,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2373.7430783774257,None,2373.7430783774257,None,2374.193254659832,None,2374.193254659832,None,v,2374.193254659832,None,t,7.521910117945936,2374.193254659832,None,9.085734421276811,7.521910117945936,6,False,False,False,2383.340934760273,None,2383.340934760273,None,2383.340934760273,None,2383.340934760273,None,2383.340934760273,None,2383.340934760273,None,2384.3573321836725,None,2384.3573321836725,None,9.085734421276811,h,,,,,,,,,,,,,,,,,,,,,,,,,,,13_14,001,2021_Apr_12_1051,ComputerHuman,2020.1.3,59.9558616498,
Human.xlsx,h,Sychronize.jpg,Number10.jpg,10,Human,,,,,0,4,4,2,0,7,7,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2385.390287418431,None,2385.390287418431,None,2385.8569506207177,None,2385.8569506207177,None,None,2385.8569506207177,None,t,12.556035222479295,2385.8569506207177,None,13,12.556035222479295,10,False,False,False,2398.9036360271134,None,2398.9036360271134,None,2398.9036360271134,None,2398.9036360271134,None,2398.9036360271134,None,2398.9036360271134,None,2399.920144118205,None,2399.920144118205,None,,h,,,,,,,,,,,,,,,,,,,,,,,,,,,13_14,001,2021_Apr_12_1051,ComputerHuman,2020.1.3,59.9558616498,
