Condition,CorrectTuringReply,Sychronize,NumberImage,Number,Partner,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Block.thisRepN,Block.thisTrialN,Block.thisN,Block.thisIndex,trials_loop.thisRepN,trials_loop.thisTrialN,trials_loop.thisN,trials_loop.thisIndex,key_resp_Istr.keys,key_resp_Istr.rt,key_resp_Istr.started,key_resp_Istr.stopped,key_respPrLeft.keys,key_respPrLeft.rt,key_respPrRight.keys,RTPrLeft,RTPrRight,CompPr,SychronizedRTsPr,SychronizedRTsLeftCPr,SychronizedRTsRightCPr,CreditLeftPr.started,CreditLeftPr.stopped,CreditRightPr.started,CreditRightPr.stopped,key_respPrRight.rt,text_StartExp.started,text_StartExp.stopped,key_startExp.keys,key_startExp.rt,key_startExp.started,key_startExp.stopped,SychroLeft.started,SychroLeft.stopped,SychroRight.started,SychroRight.stopped,NumberLeft.started,NumberLeft.stopped,NumberRight.started,NumberRight.stopped,CrossLeft.started,CrossLeft.stopped,CrossRight.started,CrossRight.stopped,key_respLeft.keys,key_respLeft.rt,key_respLeft.started,key_respLeft.stopped,key_respRight.keys,key_respRight.rt,key_respRight.started,key_respRight.stopped,RTLeft,RTRight,Comp,SychronizedRTs,SychronizedRTsLeftC,SychronizedRTsRightC,FeedbackLeftLeft.started,FeedbackLeftLeft.stopped,FeedbackLeftRight.started,FeedbackLeftRight.stopped,FeedbackRightLeft.started,FeedbackRightLeft.stopped,FeedbackRightRight.started,FeedbackRightRight.stopped,textLeftLeft.started,textLeftLeft.stopped,textLeftRight.started,textLeftRight.stopped,textRightLeft.started,textRightLeft.stopped,textRightRight.started,textRightRight.stopped,CreditLeft.started,CreditLeft.stopped,CreditRight.started,CreditRight.stopped,BlankLeft.started,BlankLeft.stopped,BlankRight.started,BlankRight.stopped,CorrectTuringReply,TuringtextLeft.started,TuringtextLeft.stopped,TuringtextRight.started,TuringtextRight.stopped,keyTuringLeft.keys,keyTuringLeft.corr,keyTuringLeft.rt,keyTuringLeft.started,keyTuringLeft.stopped,keyTuringRight.keys,keyTuringRight.corr,keyTuringRight.rt,keyTuringRight.started,keyTuringRight.stopped,RespTuringLeft,RespTuringRight,ScoreLeft.started,ScoreLeft.stopped,ScoreRight.started,ScoreRight.stopped,BlockText.started,BlockText.stopped,text_Pause.started,text_Pause.stopped,text_LongPause.started,text_LongPause.stopped,key_respPause.keys,key_respPause.started,key_respPause.stopped,key_respPause.rt,QuestImageLeft.started,QuestImageLeft.stopped,QuestImageRight.started,QuestImageRight.stopped,respQuestLeft.keys,respQuestLeft.rt,respQuestLeft.started,respQuestLeft.stopped,respQuestRight.keys,respQuestRight.rt,respQuestRight.started,respQuestRight.stopped,RespInclusionLeft,RespInclusionRight,EndText.started,EndText.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,"['v', 'v', 'v', 't']","[87.68713984855322, 416.0792085369708, 424.15890820960067, 425.8507929226421]",33.837143457486036,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61_62Exp,001,2021_May_21_1042,ComputerHuman,2020.1.3,60.05700788560534,
,,,,,,,,,,,,,,,,,,,,,,None,7.977233889322633,t,13,0.8804256295179584,7,False,False,False,533.9570424715257,None,533.9570424715257,None,0.8804256295179584,534.9568246523795,None,"['space', 'space']","[26.74920066147706, 26.9014318641498]",535.9400493702015,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61_62Exp,001,2021_May_21_1042,ComputerHuman,2020.1.3,60.05700788560534,
Computer.xlsx,c,Sychronize.jpg,Number10.jpg,10,Computer,,,,,0,0,0,7,0,0,0,8,,,,,,,,,,,,,,,,,,,,,,,,,562.920701319907,None,562.920701319907,None,565.9847735113954,None,565.9847735113954,None,566.4178412807382,None,566.4178412807382,None,v,8.251104413644498,566.4178412807382,None,t,3.730387054035873,566.4178412807382,None,8.251104413644498,3.730387054035873,10.746069069442203,False,False,False,574.751021167594,None,574.751021167594,None,574.751021167594,None,574.751021167594,None,574.751021167594,None,574.751021167594,None,574.751021167594,None,574.751021167594,None,575.7823200786588,None,575.7823200786588,None,576.7654244987193,None,576.7654244987193,None,c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61_62Exp,001,2021_May_21_1042,ComputerHuman,2020.1.3,60.05700788560534,
Computer.xlsx,c,Sychronize.jpg,Number10.jpg,10,Computer,,,,,0,0,0,7,0,1,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,577.7984816818589,None,577.7984816818589,None,578.2488681584659,None,578.2488681584659,None,v,9.551791714852243,578.2488681584659,None,t,3.5473692483637933,578.2488681584659,None,9.551791714852243,3.5473692483637933,9.7578517677402,False,True,False,587.896473030044,None,587.896473030044,None,587.896473030044,None,587.896473030044,None,587.896473030044,None,587.896473030044,None,587.896473030044,None,587.896473030044,None,588.8963787165994,None,588.8963787165994,None,589.8795873947197,None,589.8795873947197,None,c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61_62Exp,001,2021_May_21_1042,ComputerHuman,2020.1.3,60.05700788560534,
Computer.xlsx,c,Sychronize.jpg,Number8.jpg,8,Computer,,,,,0,0,0,7,0,2,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,590.9293399823246,None,590.9293399823246,None,591.3631333877615,None,591.3631333877615,None,v,8.001207789520322,591.3631333877615,None,t,3.0843781327544093,591.3631333877615,None,8.001207789520322,3.0843781327544093,8.341548712549823,False,False,False,599.4608979345676,None,599.4608979345676,None,599.4608979345676,None,599.4608979345676,None,599.4608979345676,None,599.4608979345676,None,599.4608979345676,None,599.4608979345676,None,600.4608446827588,None,600.4608446827588,None,601.4439776534882,None,601.4439776534882,None,c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61_62Exp,001,2021_May_21_1042,ComputerHuman,2020.1.3,60.05700788560534,
Computer.xlsx,c,Sychronize.jpg,Number9.jpg,9,Computer,,,,,0,0,0,7,0,3,3,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,602.4936619119644,None,602.4936619119644,None,602.9438905579091,None,602.9438905579091,None,v,9.300111796719193,602.9438905579091,None,t,3.371354055558186,602.9438905579091,None,9.300111796719193,3.371354055558186,8.33653708277139,False,False,False,612.3418689139357,None,612.3418689139357,None,612.3418689139357,None,612.3418689139357,None,612.3418689139357,None,612.3418689139357,None,612.3418689139357,None,612.3418689139357,None,613.3249775043187,None,613.3249775043187,None,614.3081489703313,None,614.3081489703313,None,c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61_62Exp,001,2021_May_21_1042,ComputerHuman,2020.1.3,60.05700788560534,
Computer.xlsx,c,Sychronize.jpg,Number7.jpg,7,Computer,,,,,0,0,0,7,0,4,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,615.3747467732132,None,615.3747467732132,None,615.8248435728115,None,615.8248435728115,None,v,7.454937581501781,615.8248435728115,None,t,3.6063311909638287,615.8248435728115,None,7.454937581501781,3.6063311909638287,6.707457307960619,False,False,False,623.358081844181,None,623.358081844181,None,623.358081844181,None,623.358081844181,None,623.358081844181,None,623.358081844181,None,623.358081844181,None,623.358081844181,None,624.3728277833293,None,624.3728277833293,None,625.3392826724712,None,625.3392826724712,None,c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61_62Exp,001,2021_May_21_1042,ComputerHuman,2020.1.3,60.05700788560534,
Computer.xlsx,c,Sychronize.jpg,Number9.jpg,9,Computer,,,,,0,0,0,7,0,5,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,626.3896877551315,None,626.3896877551315,None,626.8392420920263,None,626.8392420920263,None,v,7.97253008646976,626.8392420920263,None,t,3.259410733447112,626.8392420920263,None,7.97253008646976,3.259410733447112,9.016275381506507,False,False,False,634.904080339657,None,634.904080339657,None,634.904080339657,None,634.904080339657,None,634.904080339657,None,634.904080339657,None,634.904080339657,None,634.904080339657,None,635.9039545883975,None,635.9039545883975,None,636.8871129018548,None,636.8871129018548,None,c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61_62Exp,001,2021_May_21_1042,ComputerHuman,2020.1.3,60.05700788560534,
Computer.xlsx,c,Sychronize.jpg,Number8.jpg,8,Computer,,,,,0,0,0,7,0,6,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,637.9370159418595,None,637.9370159418595,None,638.3875964988542,None,638.3875964988542,None,v,10.295540161006556,638.3875964988542,None,t,3.3396673045122043,638.3875964988542,None,10.295540161006556,3.3396673045122043,8.383479976985203,False,False,False,648.7681259052406,None,648.7681259052406,None,648.7681259052406,None,648.7681259052406,None,648.7681259052406,None,648.7681259052406,None,648.7681259052406,None,648.7681259052406,None,649.7680065698619,None,649.7680065698619,None,650.7511132354807,None,650.7511132354807,None,c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61_62Exp,001,2021_May_21_1042,ComputerHuman,2020.1.3,60.05700788560534,
Computer.xlsx,c,Sychronize.jpg,Number6.jpg,6,Computer,,,,,0,0,0,7,0,7,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,651.8013765271803,None,651.8013765271803,None,652.2513000980025,None,652.2513000980025,None,v,6.731576558297093,652.2513000980025,None,t,2.6753160222183396,652.2513000980025,None,6.731576558297093,2.6753160222183396,5.93964097643364,False,False,False,659.0511082631733,None,659.0511082631733,None,659.0511082631733,None,659.0511082631733,None,659.0511082631733,None,659.0511082631733,None,659.0511082631733,None,659.0511082631733,None,660.0492069169609,None,660.0492069169609,None,661.032436125899,None,661.032436125899,None,c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61_62Exp,001,2021_May_21_1042,ComputerHuman,2020.1.3,60.05700788560534,
