Condition,CorrectTuringReply,Sychronize,NumberImage,Number,Partner,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Block.thisRepN,Block.thisTrialN,Block.thisN,Block.thisIndex,trials_loop.thisRepN,trials_loop.thisTrialN,trials_loop.thisN,trials_loop.thisIndex,key_resp_Istr.keys,key_resp_Istr.rt,key_resp_Istr.started,key_resp_Istr.stopped,key_respPrLeft.keys,key_respPrRight.keys,key_respPrRight.rt,RTPrLeft,RTPrRight,CompPr,SychronizedRTsPr,SychronizedRTsLeftCPr,SychronizedRTsRightCPr,CreditLeftPr.started,CreditLeftPr.stopped,CreditRightPr.started,CreditRightPr.stopped,key_respPrLeft.rt,text_StartExp.started,text_StartExp.stopped,key_startExp.keys,key_startExp.rt,key_startExp.started,key_startExp.stopped,SychroLeft.started,SychroLeft.stopped,SychroRight.started,SychroRight.stopped,NumberLeft.started,NumberLeft.stopped,NumberRight.started,NumberRight.stopped,CrossLeft.started,CrossLeft.stopped,CrossRight.started,CrossRight.stopped,key_respLeft.keys,key_respLeft.rt,key_respLeft.started,key_respLeft.stopped,key_respRight.keys,key_respRight.rt,key_respRight.started,key_respRight.stopped,RTLeft,RTRight,Comp,SychronizedRTs,SychronizedRTsLeftC,SychronizedRTsRightC,FeedbackLeftLeft.started,FeedbackLeftLeft.stopped,FeedbackLeftRight.started,FeedbackLeftRight.stopped,FeedbackRightLeft.started,FeedbackRightLeft.stopped,FeedbackRightRight.started,FeedbackRightRight.stopped,textLeftLeft.started,textLeftLeft.stopped,textLeftRight.started,textLeftRight.stopped,textRightLeft.started,textRightLeft.stopped,textRightRight.started,textRightRight.stopped,CreditLeft.started,CreditLeft.stopped,CreditRight.started,CreditRight.stopped,BlankLeft.started,BlankLeft.stopped,BlankRight.started,BlankRight.stopped,CorrectTuringReply,TuringtextLeft.started,TuringtextLeft.stopped,TuringtextRight.started,TuringtextRight.stopped,keyTuringLeft.keys,keyTuringLeft.corr,keyTuringLeft.rt,keyTuringLeft.started,keyTuringLeft.stopped,keyTuringRight.keys,keyTuringRight.corr,keyTuringRight.rt,keyTuringRight.started,keyTuringRight.stopped,RespTuringLeft,RespTuringRight,ScoreLeft.started,ScoreLeft.stopped,ScoreRight.started,ScoreRight.stopped,BlockText.started,BlockText.stopped,text_Pause.started,text_Pause.stopped,text_LongPause.started,text_LongPause.stopped,key_respPause.keys,key_respPause.started,key_respPause.stopped,key_respPause.rt,QuestImageLeft.started,QuestImageLeft.stopped,QuestImageRight.started,QuestImageRight.stopped,respQuestLeft.keys,respQuestLeft.rt,respQuestLeft.started,respQuestLeft.stopped,respQuestRight.keys,respQuestRight.rt,respQuestRight.started,respQuestRight.stopped,RespInclusionLeft,RespInclusionRight,EndText.started,EndText.stopped,participant,session,date,expName,psychopyVersion,frameRate,
Human.xlsx,h,Sychronize.jpg,Number6.jpg,6,Human,,,,,0,2,2,0,0,5,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,740.3206915633309,None,740.3206915633309,None,740.7706093603883,None,740.7706093603883,None,v,4.0022532428056365,740.7706093603883,None,t,5.285280620796584,740.7706093603883,None,4.0022532428056365,5.285280620796584,5.734258152405541,False,False,False,746.1523033665508,None,746.1523033665508,None,746.1523033665508,None,746.1523033665508,None,746.1523033665508,None,746.1523033665508,None,746.1523033665508,None,746.1523033665508,None,747.1379822505796,None,747.1379822505796,None,748.1352407623936,None,748.1352407623936,None,h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23_24Exp,001,2021_May_03_1549,ComputerHuman,2020.1.3,60.002367537957056,
Human.xlsx,h,Sychronize.jpg,Number7.jpg,7,Human,,,,,0,2,2,0,0,6,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,749.1851367455974,None,749.1851367455974,None,749.6184359145855,None,749.6184359145855,None,v,5.166108007449111,749.6184359145855,None,t,5.105475437761015,749.6184359145855,None,5.166108007449111,5.105475437761015,6.867862578451535,True,False,False,754.8348117031319,None,754.8348117031319,None,754.8348117031319,None,754.8348117031319,None,754.8348117031319,None,754.8348117031319,None,754.8348117031319,None,754.8348117031319,None,755.836658823303,None,755.836658823303,None,756.850047717805,None,756.850047717805,None,h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23_24Exp,001,2021_May_03_1549,ComputerHuman,2020.1.3,60.002367537957056,
Human.xlsx,h,Sychronize.jpg,Number6.jpg,6,Human,,,,,0,2,2,0,0,7,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,757.8999648732788,None,757.8999648732788,None,758.3501078663003,None,758.3501078663003,None,v,4.6221494024448475,758.3501078663003,None,t,4.693276681471616,758.3501078663003,None,4.6221494024448475,4.693276681471616,5.62993581437034,True,False,False,763.1154620126163,None,763.1154620126163,None,763.1154620126163,None,763.1154620126163,None,763.1154620126163,None,763.1154620126163,None,763.1154620126163,None,763.1154620126163,None,764.1176424356445,None,764.1176424356445,None,765.1150526820611,None,765.1150526820611,None,h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23_24Exp,001,2021_May_03_1549,ComputerHuman,2020.1.3,60.002367537957056,
Human.xlsx,h,Sychronize.jpg,Number9.jpg,9,Human,,,,,0,2,2,0,0,8,8,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,766.1487008727145,None,766.1487008727145,None,766.598679620246,None,766.598679620246,None,v,6.293282134934998,766.598679620246,None,t,6.7045351964934525,766.598679620246,None,6.293282134934998,6.7045351964934525,8.9674576073257,False,False,False,773.3800772146269,None,773.3800772146269,None,773.3800772146269,None,773.3800772146269,None,773.3800772146269,None,773.3800772146269,None,773.3800772146269,None,773.3800772146269,None,774.3821126396842,None,774.3821126396842,None,775.3796178405246,None,775.3796178405246,None,h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23_24Exp,001,2021_May_03_1549,ComputerHuman,2020.1.3,60.002367537957056,
Human.xlsx,h,Sychronize.jpg,Number7.jpg,7,Human,,,,,0,2,2,0,0,9,9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,776.4294547980053,None,776.4294547980053,None,776.8796603454603,None,776.8796603454603,None,v,4.600065120769614,776.8796603454603,None,t,5.087280437945083,776.8796603454603,None,4.600065120769614,5.087280437945083,6.677007645835564,False,False,False,782.0460942775517,None,782.0460942775517,None,782.0460942775517,None,782.0460942775517,None,782.0460942775517,None,782.0460942775517,None,782.0460942775517,None,782.0460942775517,None,783.0464032002201,None,783.0464032002201,None,784.0280019311676,None,784.0280019311676,None,h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23_24Exp,001,2021_May_03_1549,ComputerHuman,2020.1.3,60.002367537957056,
Human.xlsx,h,,,,,,,,,0,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,h,785.0292389050082,None,785.0292389050082,None,a,0,2.3224138954246882,785.0292389050082,None,l,0,5.973249799103542,785.0292389050082,None,c,c,791.1106706637338,None,791.1106706637338,None,793.0928541984449,None,None,None,None,None,None,None,None,,,,,,,,,,,,,,,,,,23_24Exp,001,2021_May_03_1549,ComputerHuman,2020.1.3,60.002367537957056,
Human.xlsx,h,Sychronize.jpg,Number7.jpg,7,Human,,,,,0,3,3,2,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,798.0948540155932,None,798.0948540155932,None,801.1584369090406,None,801.1584369090406,None,801.5916141770804,None,801.5916141770804,None,v,4.411326202127384,801.5916141770804,None,t,3.5983591490667095,801.5916141770804,None,4.411326202127384,3.5983591490667095,7.352847521625801,False,False,False,806.0901649993502,None,806.0901649993502,None,806.0901649993502,None,806.0901649993502,None,806.0901649993502,None,806.0901649993502,None,806.0901649993502,None,806.0901649993502,None,807.0919117116337,None,807.0919117116337,None,808.0897806905687,None,808.0897806905687,None,h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23_24Exp,001,2021_May_03_1549,ComputerHuman,2020.1.3,60.002367537957056,
Human.xlsx,h,Sychronize.jpg,Number7.jpg,7,Human,,,,,0,3,3,2,0,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,809.140329806225,None,809.140329806225,None,809.5901763874654,None,809.5901763874654,None,v,4.536545423340613,809.5901763874654,None,t,4.123342588181913,809.5901763874654,None,4.536545423340613,4.123342588181913,7.029768447863969,False,False,False,814.2066606036979,None,814.2066606036979,None,814.2066606036979,None,814.2066606036979,None,814.2066606036979,None,814.2066606036979,None,814.2066606036979,None,814.2066606036979,None,815.2075870509107,None,815.2075870509107,None,816.1881922891225,None,816.1881922891225,None,h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23_24Exp,001,2021_May_03_1549,ComputerHuman,2020.1.3,60.002367537957056,
Human.xlsx,h,Sychronize.jpg,Number9.jpg,9,Human,,,,,0,3,3,2,0,2,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,817.2551245715422,None,817.2551245715422,None,817.6883990395481,None,817.6883990395481,None,v,6.117954245441069,817.6883990395481,None,t,6.585248701995624,817.6883990395481,None,6.117954245441069,6.585248701995624,8.699090799871355,False,False,False,824.3545607796523,None,824.3545607796523,None,824.3545607796523,None,824.3545607796523,None,824.3545607796523,None,824.3545607796523,None,824.3545607796523,None,824.3545607796523,None,825.355252407142,None,825.355252407142,None,826.3528397307264,None,826.3528397307264,None,h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23_24Exp,001,2021_May_03_1549,ComputerHuman,2020.1.3,60.002367537957056,
Human.xlsx,h,Sychronize.jpg,Number6.jpg,6,Human,,,,,0,3,3,2,0,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,827.4033586919386,None,827.4033586919386,None,827.8529018039735,None,827.8529018039735,None,v,4.253212009809431,827.8529018039735,None,t,3.520307575341576,827.8529018039735,None,4.253212009809431,3.520307575341576,5.859188821445929,False,False,False,832.2016973103191,None,832.2016973103191,None,832.2016973103191,None,832.2016973103191,None,832.2016973103191,None,832.2016973103191,None,832.2016973103191,None,832.2016973103191,None,833.1872712953736,None,833.1872712953736,None,834.167948070195,None,834.167948070195,None,h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23_24Exp,001,2021_May_03_1549,ComputerHuman,2020.1.3,60.002367537957056,
Human.xlsx,h,Sychronize.jpg,Number10.jpg,10,Human,,,,,0,3,3,2,0,4,4,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,835.2185260571296,None,835.2185260571296,None,835.667822480139,None,835.667822480139,None,v,6.46999809128738,835.667822480139,None,t,6.949235312138626,835.667822480139,None,6.46999809128738,6.949235312138626,10.254035741299283,False,False,False,842.684147262762,None,842.684147262762,None,842.684147262762,None,842.684147262762,None,842.684147262762,None,842.684147262762,None,842.684147262762,None,842.684147262762,None,843.6849226169561,None,843.6849226169561,None,844.6824598969934,None,844.6824598969934,None,h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23_24Exp,001,2021_May_03_1549,ComputerHuman,2020.1.3,60.002367537957056,
Human.xlsx,h,Sychronize.jpg,Number6.jpg,6,Human,,,,,0,3,3,2,0,5,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,845.7330869650987,None,845.7330869650987,None,846.1824340732392,None,846.1824340732392,None,v,3.9350726674019825,846.1824340732392,None,t,3.458382855594209,846.1824340732392,None,3.9350726674019825,3.458382855594209,6.080722000362889,False,False,False,850.2146977257453,None,850.2146977257453,None,850.2146977257453,None,850.2146977257453,None,850.2146977257453,None,850.2146977257453,None,850.2146977257453,None,850.2146977257453,None,851.183780757935,None,851.183780757935,None,852.1810411945007,None,852.1810411945007,None,h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23_24Exp,001,2021_May_03_1549,ComputerHuman,2020.1.3,60.002367537957056,
Human.xlsx,h,Sychronize.jpg,Number9.jpg,9,Human,,,,,0,3,3,2,0,6,6,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,853.2310863459707,None,853.2310863459707,None,853.6808841668308,None,853.6808841668308,None,v,5.312439510663353,853.6808841668308,None,t,5.5432852626563545,853.6808841668308,None,5.312439510663353,5.5432852626563545,8.469105832467577,True,False,False,859.3128283105325,None,859.3128283105325,None,859.3128283105325,None,859.3128283105325,None,859.3128283105325,None,859.3128283105325,None,859.3128283105325,None,859.3128283105325,None,860.2984584341821,None,860.2984584341821,None,861.2958102964594,None,861.2958102964594,None,h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23_24Exp,001,2021_May_03_1549,ComputerHuman,2020.1.3,60.002367537957056,
Human.xlsx,h,Sychronize.jpg,Number8.jpg,8,Human,,,,,0,3,3,2,0,7,7,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,862.3459933884769,None,862.3459933884769,None,862.7956834232345,None,862.7956834232345,None,v,4.933316331358583,862.7956834232345,None,t,6.088598572155206,862.7956834232345,None,4.933316331358583,6.088598572155206,8.060436481160707,False,False,False,868.9775185778644,None,868.9775185778644,None,868.9775185778644,None,868.9775185778644,None,868.9775185778644,None,868.9775185778644,None,868.9775185778644,None,868.9775185778644,None,869.9461582755503,None,869.9461582755503,None,870.9439371119415,None,870.9439371119415,None,h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23_24Exp,001,2021_May_03_1549,ComputerHuman,2020.1.3,60.002367537957056,
Human.xlsx,h,Sychronize.jpg,Number10.jpg,10,Human,,,,,0,3,3,2,0,8,8,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,872.0104594222212,None,872.0104594222212,None,872.4441483534547,None,872.4441483534547,None,v,7.2204889832019035,872.4441483534547,None,t,4.564290720932149,872.4441483534547,None,7.2204889832019035,4.564290720932149,10.135780756562907,False,False,False,879.7588491267234,None,879.7588491267234,None,879.7588491267234,None,879.7588491267234,None,879.7588491267234,None,879.7588491267234,None,879.7588491267234,None,879.7588491267234,None,880.7446030760739,None,880.7446030760739,None,881.7417836354389,None,881.7417836354389,None,h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23_24Exp,001,2021_May_03_1549,ComputerHuman,2020.1.3,60.002367537957056,
Human.xlsx,h,Sychronize.jpg,Number8.jpg,8,Human,,,,,0,3,3,2,0,9,9,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,882.7919619155764,None,882.7919619155764,None,883.2251045380835,None,883.2251045380835,None,v,5.411291877387157,883.2251045380835,None,t,6.306181180098065,883.2251045380835,None,5.411291877387157,6.306181180098065,8.09107910825175,False,False,False,889.5917559671316,None,889.5917559671316,None,889.5917559671316,None,889.5917559671316,None,889.5917559671316,None,889.5917559671316,None,889.5917559671316,None,889.5917559671316,None,890.609284040439,None,890.609284040439,None,891.6064607502994,None,891.6064607502994,None,h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23_24Exp,001,2021_May_03_1549,ComputerHuman,2020.1.3,60.002367537957056,
Human.xlsx,h,,,,,,,,,0,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,h,892.6069817164607,None,892.6069817164607,None,q,1,3.5331315551838998,892.6069817164607,None,o,0,2.3803883828395556,892.6069817164607,None,h,h,896.2393444936852,None,896.2393444936852,None,898.2384822048671,None,None,None,None,None,None,None,None,,,,,,,,,,,,,,,,,,23_24Exp,001,2021_May_03_1549,ComputerHuman,2020.1.3,60.002367537957056,
Computer.xlsx,c,Sychronize.jpg,Number8.jpg,8,Computer,,,,,0,4,4,3,0,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,903.2235496593985,None,903.2235496593985,None,906.3033822701482,None,906.3033822701482,None,906.737140492447,None,906.737140492447,None,v,5.094476764235878,906.737140492447,None,t,6.053186346452094,906.737140492447,None,5.094476764235878,6.053186346452094,8.369536211463519,False,False,False,912.8700324160282,None,912.8700324160282,None,912.8700324160282,None,912.8700324160282,None,912.8700324160282,None,912.8700324160282,None,912.8700324160282,None,912.8700324160282,None,913.901980409234,None,913.901980409234,None,914.8851798921169,None,914.8851798921169,None,c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23_24Exp,001,2021_May_03_1549,ComputerHuman,2020.1.3,60.002367537957056,
Computer.xlsx,c,Sychronize.jpg,Number9.jpg,9,Computer,,,,,0,4,4,3,0,1,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,915.9351361842109,None,915.9351361842109,None,916.3685947868089,None,916.3685947868089,None,v,5.890681795216551,916.3685947868089,None,t,5.97025520605257,916.3685947868089,None,5.890681795216551,5.97025520605257,8.970577145997451,False,False,False,922.4017935479105,None,922.4017935479105,None,922.4017935479105,None,922.4017935479105,None,922.4017935479105,None,922.4017935479105,None,922.4017935479105,None,922.4017935479105,None,923.4333803293566,None,923.4333803293566,None,924.4165756419443,None,924.4165756419443,None,c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23_24Exp,001,2021_May_03_1549,ComputerHuman,2020.1.3,60.002367537957056,
Computer.xlsx,c,Sychronize.jpg,Number10.jpg,10,Computer,,,,,0,4,4,3,0,2,2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,925.4667555260421,None,925.4667555260421,None,925.9163733826063,None,925.9163733826063,None,v,7.362592127444259,925.9163733826063,None,t,5.046306000253935,925.9163733826063,None,7.362592127444259,5.046306000253935,10.357275081408238,False,False,False,933.3647815326476,None,933.3647815326476,None,933.3647815326476,None,933.3647815326476,None,933.3647815326476,None,933.3647815326476,None,933.3647815326476,None,933.3647815326476,None,934.34790274229,None,934.34790274229,None,935.3310191400524,None,935.3310191400524,None,c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23_24Exp,001,2021_May_03_1549,ComputerHuman,2020.1.3,60.002367537957056,
Computer.xlsx,c,Sychronize.jpg,Number8.jpg,8,Computer,,,,,0,4,4,3,0,3,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,936.3976970344384,None,936.3976970344384,None,936.8311851498975,None,936.8311851498975,None,v,5.951485667816087,936.8311851498975,None,t,5.790297646831277,936.8311851498975,None,5.951485667816087,5.790297646831277,7.678490504769186,False,False,False,942.8795413316393,None,942.8795413316393,None,942.8795413316393,None,942.8795413316393,None,942.8795413316393,None,942.8795413316393,None,942.8795413316393,None,942.8795413316393,None,943.8791611931529,None,943.8791611931529,None,944.8624354205658,None,944.8624354205658,None,c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23_24Exp,001,2021_May_03_1549,ComputerHuman,2020.1.3,60.002367537957056,
Computer.xlsx,c,Sychronize.jpg,Number6.jpg,6,Computer,,,,,0,4,4,3,0,4,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,945.9120988295899,None,945.9120988295899,None,946.3623457592103,None,946.3623457592103,None,v,4.240316814150901,946.3623457592103,None,t,3.9513567094445534,946.3623457592103,None,4.240316814150901,3.9513567094445534,5.964374138096414,False,False,False,950.694613421615,None,950.694613421615,None,950.694613421615,None,950.694613421615,None,950.694613421615,None,950.694613421615,None,950.694613421615,None,950.694613421615,None,951.6777805045094,None,951.6777805045094,None,952.6608879200967,None,952.6608879200967,None,c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23_24Exp,001,2021_May_03_1549,ComputerHuman,2020.1.3,60.002367537957056,
Computer.xlsx,c,Sychronize.jpg,Number7.jpg,7,Computer,,,,,0,4,4,3,0,5,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,953.7109221646397,None,953.7109221646397,None,954.1609625042302,None,954.1609625042302,None,v,5.065231443387347,954.1609625042302,None,t,6.184267720147545,954.1609625042302,None,5.065231443387347,6.184267720147545,6.992066689303325,False,False,False,960.4274376580897,None,960.4274376580897,None,960.4274376580897,None,960.4274376580897,None,960.4274376580897,None,960.4274376580897,None,960.4274376580897,None,960.4274376580897,None,961.4424844055002,None,961.4424844055002,None,962.4256360903792,None,962.4256360903792,None,c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23_24Exp,001,2021_May_03_1549,ComputerHuman,2020.1.3,60.002367537957056,
Computer.xlsx,c,Sychronize.jpg,Number6.jpg,6,Computer,,,,,0,4,4,3,0,6,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,963.4756023270247,None,963.4756023270247,None,963.925439926089,None,963.925439926089,None,v,3.6964829972239386,963.925439926089,None,t,3.6472603563679513,963.925439926089,None,3.6964829972239386,3.6472603563679513,5.667190686333148,False,False,False,967.6927345430395,None,967.6927345430395,None,967.6927345430395,None,967.6927345430395,None,967.6927345430395,None,967.6927345430395,None,967.6927345430395,None,967.6927345430395,None,968.6909438822559,None,968.6909438822559,None,969.6742046364061,None,969.6742046364061,None,c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23_24Exp,001,2021_May_03_1549,ComputerHuman,2020.1.3,60.002367537957056,
Computer.xlsx,c,Sychronize.jpg,Number7.jpg,7,Computer,,,,,0,4,4,3,0,7,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,970.7412235326574,None,970.7412235326574,None,971.1744367293968,None,971.1744367293968,None,v,4.655207015079213,971.1744367293968,None,t,6.44226947487914,971.1744367293968,None,4.655207015079213,6.44226947487914,7.28757972056278,False,False,False,977.7058988831623,None,977.7058988831623,None,977.7058988831623,None,977.7058988831623,None,977.7058988831623,None,977.7058988831623,None,977.7058988831623,None,977.7058988831623,None,978.7057243723302,None,978.7057243723302,None,979.6888847185928,None,979.6888847185928,None,c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23_24Exp,001,2021_May_03_1549,ComputerHuman,2020.1.3,60.002367537957056,
Computer.xlsx,c,Sychronize.jpg,Number9.jpg,9,Computer,,,,,0,4,4,3,0,8,8,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,980.7390107096398,None,980.7390107096398,None,981.1890491244785,None,981.1890491244785,None,v,6.70021220388935,981.1890491244785,None,t,7.835196011914377,981.1890491244785,None,6.70021220388935,7.835196011914377,9.35861225943562,False,False,False,989.0887406829979,None,989.0887406829979,None,989.0887406829979,None,989.0887406829979,None,989.0887406829979,None,989.0887406829979,None,989.0887406829979,None,989.0887406829979,None,990.1200342605816,None,990.1200342605816,None,991.1032488206883,None,991.1032488206883,None,c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23_24Exp,001,2021_May_03_1549,ComputerHuman,2020.1.3,60.002367537957056,
Computer.xlsx,c,Sychronize.jpg,Number10.jpg,10,Computer,,,,,0,4,4,3,0,9,9,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992.1537222294392,None,992.1537222294392,None,992.6032736820662,None,992.6032736820662,None,v,7.569541123124509,992.6032736820662,None,t,7.697210553414152,992.6032736820662,None,7.569541123124509,7.697210553414152,10.068159204589527,False,False,False,1000.3683795353963,None,1000.3683795353963,None,1000.3683795353963,None,1000.3683795353963,None,1000.3683795353963,None,1000.3683795353963,None,1000.3683795353963,None,1000.3683795353963,None,1001.3677886365858,None,1001.3677886365858,None,1002.3510137828262,None,1002.3510137828262,None,c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23_24Exp,001,2021_May_03_1549,ComputerHuman,2020.1.3,60.002367537957056,
Computer.xlsx,c,,,,,,,,,0,4,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,1003.3515209549332,None,1003.3515209549332,None,a,1,3.9251807261762224,1003.3515209549332,None,o,0,2.212294993881187,1003.3515209549332,None,c,h,1007.3677289692787,None,1007.3677289692787,None,None,None,1009.3662789895689,None,1009.3662789895689,None,"['space', 'space']",1010.3493690823898,None,"[1.279145153554964, 37.526088888247614]",,,,,,,,,,,,,,,,,23_24Exp,001,2021_May_03_1549,ComputerHuman,2020.1.3,60.002367537957056,
Computer.xlsx,c,Sychronize.jpg,Number10.jpg,10,Computer,,,,,0,5,5,5,0,0,0,8,,,,,,,,,,,,,,,,,,,,,,,,,1047.9281586380448,None,1047.9281586380448,None,1050.9919644819129,None,1050.9919644819129,None,1051.4249377262586,None,1051.4249377262586,None,v,6.750076749479376,1051.4249377262586,None,t,5.305587394158465,1051.4249377262586,None,6.750076749479376,5.305587394158465,9.980790975308041,False,False,False,1058.273120359543,None,1058.273120359543,None,1058.273120359543,None,1058.273120359543,None,1058.273120359543,None,1058.273120359543,None,1058.273120359543,None,1058.273120359543,None,1059.2728804071485,None,1059.2728804071485,None,1060.256082456368,None,1060.256082456368,None,c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23_24Exp,001,2021_May_03_1549,ComputerHuman,2020.1.3,60.002367537957056,
Computer.xlsx,c,Sychronize.jpg,Number6.jpg,6,Computer,,,,,0,5,5,5,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1061.3224283310628,None,1061.3224283310628,None,1061.7729684645446,None,1061.7729684645446,None,v,4.193888592156327,1061.7729684645446,None,t,3.1773514452479503,1061.7729684645446,None,4.193888592156327,3.1773514452479503,6.081831382769271,False,False,False,1066.0549038666659,None,1066.0549038666659,None,1066.0549038666659,None,1066.0549038666659,None,1066.0549038666659,None,1066.0549038666659,None,1066.0549038666659,None,1066.0549038666659,None,1067.0380295673958,None,1067.0380295673958,None,1068.0212120483047,None,1068.0212120483047,None,c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23_24Exp,001,2021_May_03_1549,ComputerHuman,2020.1.3,60.002367537957056,
Computer.xlsx,c,Sychronize.jpg,Number9.jpg,9,Computer,,,,,0,5,5,5,0,2,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1069.08810968519,None,1069.08810968519,None,1069.5209186840466,None,1069.5209186840466,None,v,6.665631150183799,1069.5209186840466,None,t,5.429256548566627,1069.5209186840466,None,6.665631150183799,5.429256548566627,9.586893466633516,False,False,False,1076.2695454538161,None,1076.2695454538161,None,1076.2695454538161,None,1076.2695454538161,None,1076.2695454538161,None,1076.2695454538161,None,1076.2695454538161,None,1076.2695454538161,None,1077.2692891410306,None,1077.2692891410306,None,1078.2524873407465,None,1078.2524873407465,None,c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23_24Exp,001,2021_May_03_1549,ComputerHuman,2020.1.3,60.002367537957056,
