Condition,CorrectTuringReply,Sychronize,NumberImage,Number,Partner,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Block.thisRepN,Block.thisTrialN,Block.thisN,Block.thisIndex,trials_loop.thisRepN,trials_loop.thisTrialN,trials_loop.thisN,trials_loop.thisIndex,key_resp_Istr.keys,key_resp_Istr.rt,key_resp_Istr.started,key_resp_Istr.stopped,key_respPrLeft.keys,key_respPrRight.keys,key_respPrRight.rt,RTPrLeft,RTPrRight,CompPr,SychronizedRTsPr,SychronizedRTsLeftCPr,SychronizedRTsRightCPr,CreditLeftPr.started,CreditLeftPr.stopped,CreditRightPr.started,CreditRightPr.stopped,key_respPrLeft.rt,text_StartExp.started,text_StartExp.stopped,key_startExp.keys,key_startExp.rt,key_startExp.started,key_startExp.stopped,SychroLeft.started,SychroLeft.stopped,SychroRight.started,SychroRight.stopped,NumberLeft.started,NumberLeft.stopped,NumberRight.started,NumberRight.stopped,CrossLeft.started,CrossLeft.stopped,CrossRight.started,CrossRight.stopped,key_respLeft.keys,key_respLeft.rt,key_respLeft.started,key_respLeft.stopped,key_respRight.keys,key_respRight.rt,key_respRight.started,key_respRight.stopped,RTLeft,RTRight,Comp,SychronizedRTs,SychronizedRTsLeftC,SychronizedRTsRightC,FeedbackLeftLeft.started,FeedbackLeftLeft.stopped,FeedbackLeftRight.started,FeedbackLeftRight.stopped,FeedbackRightLeft.started,FeedbackRightLeft.stopped,FeedbackRightRight.started,FeedbackRightRight.stopped,textLeftLeft.started,textLeftLeft.stopped,textLeftRight.started,textLeftRight.stopped,textRightLeft.started,textRightLeft.stopped,textRightRight.started,textRightRight.stopped,CreditLeft.started,CreditLeft.stopped,CreditRight.started,CreditRight.stopped,BlankLeft.started,BlankLeft.stopped,BlankRight.started,BlankRight.stopped,CorrectTuringReply,TuringtextLeft.started,TuringtextLeft.stopped,TuringtextRight.started,TuringtextRight.stopped,keyTuringLeft.keys,keyTuringLeft.corr,keyTuringLeft.rt,keyTuringLeft.started,keyTuringLeft.stopped,keyTuringRight.keys,keyTuringRight.corr,keyTuringRight.rt,keyTuringRight.started,keyTuringRight.stopped,RespTuringLeft,RespTuringRight,ScoreLeft.started,ScoreLeft.stopped,ScoreRight.started,ScoreRight.stopped,BlockText.started,BlockText.stopped,text_Pause.started,text_Pause.stopped,text_LongPause.started,text_LongPause.stopped,key_respPause.keys,key_respPause.started,key_respPause.stopped,key_respPause.rt,QuestImageLeft.started,QuestImageLeft.stopped,QuestImageRight.started,QuestImageRight.stopped,respQuestLeft.keys,respQuestLeft.rt,respQuestLeft.started,respQuestLeft.stopped,respQuestRight.keys,respQuestRight.rt,respQuestRight.started,respQuestRight.stopped,RespInclusionLeft,RespInclusionRight,EndText.started,EndText.stopped,participant,session,date,expName,psychopyVersion,frameRate,
Human.xlsx,h,Sychronize.jpg,Number6.jpg,6,Human,,,,,0,0,0,4,0,8,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,496.6521392814575,None,496.6521392814575,None,497.1022056051979,None,497.1022056051979,None,v,4.518233976040392,497.1022056051979,None,t,3.189382748128992,497.1022056051979,None,4.518233976040392,3.189382748128992,6.0558075305025705,False,False,False,501.7016557677589,None,501.7016557677589,None,501.7016557677589,None,501.7016557677589,None,501.7016557677589,None,501.7016557677589,None,501.7016557677589,None,501.7016557677589,None,502.68650251741474,None,502.68650251741474,None,503.68399681132723,None,503.68399681132723,None,h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23_24Exp,001,2021_May_03_1549,ComputerHuman,2020.1.3,60.002367537957056,
Human.xlsx,h,Sychronize.jpg,Number6.jpg,6,Human,,,,,0,0,0,4,0,9,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,504.73395374500524,None,504.73395374500524,None,505.1838449163288,None,505.1838449163288,None,v,4.30436485595601,505.1838449163288,None,t,4.863264347020049,505.1838449163288,None,4.30436485595601,4.863264347020049,6.327516687124527,False,False,False,510.1175429901332,None,510.1175429901332,None,510.1175429901332,None,510.1175429901332,None,510.1175429901332,None,510.1175429901332,None,510.1175429901332,None,510.1175429901332,None,511.11800332661187,None,511.11800332661187,None,512.1156891333321,None,512.1156891333321,None,h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23_24Exp,001,2021_May_03_1549,ComputerHuman,2020.1.3,60.002367537957056,
Human.xlsx,h,,,,,,,,,0,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,h,513.1168029230557,None,513.1168029230557,None,q,0,6.899045162697803,513.1168029230557,None,l,0,42.16512157213765,513.1168029230557,None,h,c,555.3737319494367,None,555.3737319494367,None,557.3732924644355,None,None,None,None,None,None,None,None,,,,,,,,,,,,,,,,,,23_24Exp,001,2021_May_03_1549,ComputerHuman,2020.1.3,60.002367537957056,
Computer.xlsx,c,Sychronize.jpg,Number6.jpg,6,Computer,,,,,0,1,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,562.3754196359969,None,562.3754196359969,None,565.4388507948415,None,565.4388507948415,None,565.8888491106836,None,565.8888491106836,None,v,3.5054741545927754,565.8888491106836,None,t,3.1483390193707237,565.8888491106836,None,3.5054741545927754,3.1483390193707237,6.339187717389951,False,False,False,569.487523598259,None,569.487523598259,None,569.487523598259,None,569.487523598259,None,569.487523598259,None,569.487523598259,None,569.487523598259,None,569.487523598259,None,570.4872660023057,None,570.4872660023057,None,571.4704616356858,None,571.4704616356858,None,c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23_24Exp,001,2021_May_03_1549,ComputerHuman,2020.1.3,60.002367537957056,
Computer.xlsx,c,Sychronize.jpg,Number8.jpg,8,Computer,,,,,0,1,1,1,0,1,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,572.5538364313816,None,572.5538364313816,None,572.9707245247064,None,572.9707245247064,None,v,5.3952869243585155,572.9707245247064,None,t,5.390278399312592,572.9707245247064,None,5.3952869243585155,5.390278399312592,8.09328158847022,False,False,False,578.4362498135388,None,578.4362498135388,None,578.4362498135388,None,578.4362498135388,None,578.4362498135388,None,578.4362498135388,None,578.4362498135388,None,578.4362498135388,None,579.4688477312784,None,579.4688477312784,None,580.4519512973629,None,580.4519512973629,None,c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23_24Exp,001,2021_May_03_1549,ComputerHuman,2020.1.3,60.002367537957056,
Computer.xlsx,c,Sychronize.jpg,Number8.jpg,8,Computer,,,,,0,1,1,1,0,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,581.4857008582785,None,581.4857008582785,None,581.9522299051896,None,581.9522299051896,None,v,5.869540000352572,581.9522299051896,None,t,6.889212247196156,581.9522299051896,None,5.869540000352572,6.889212247196156,8.222267517465458,False,False,False,588.9019464052853,None,588.9019464052853,None,588.9019464052853,None,588.9019464052853,None,588.9019464052853,None,588.9019464052853,None,588.9019464052853,None,588.9019464052853,None,589.9167772596984,None,589.9167772596984,None,590.916595691443,None,590.916595691443,None,c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23_24Exp,001,2021_May_03_1549,ComputerHuman,2020.1.3,60.002367537957056,
Computer.xlsx,c,Sychronize.jpg,Number9.jpg,9,Computer,,,,,0,1,1,1,0,3,3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,591.9669670883477,None,591.9669670883477,None,592.4167703626708,None,592.4167703626708,None,v,7.432608824667113,592.4167703626708,None,t,8.212200360248971,592.4167703626708,None,7.432608824667113,8.212200360248971,9.158505452239254,False,False,False,600.6985671826606,None,600.6985671826606,None,600.6985671826606,None,600.6985671826606,None,600.6985671826606,None,600.6985671826606,None,600.6985671826606,None,600.6985671826606,None,601.6976782681077,None,601.6976782681077,None,602.6808806381187,None,602.6808806381187,None,c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23_24Exp,001,2021_May_03_1549,ComputerHuman,2020.1.3,60.002367537957056,
Computer.xlsx,c,Sychronize.jpg,Number10.jpg,10,Computer,,,,,0,1,1,1,0,4,4,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,603.7312677538303,None,603.7312677538303,None,604.1806924936282,None,604.1806924936282,None,v,8.176309833717823,604.1806924936282,None,t,7.947223304895488,604.1806924936282,None,8.176309833717823,7.947223304895488,9.955611996404444,False,False,False,612.4296443860603,None,612.4296443860603,None,612.4296443860603,None,612.4296443860603,None,612.4296443860603,None,612.4296443860603,None,612.4296443860603,None,612.4296443860603,None,613.4453096203906,None,613.4453096203906,None,614.4285087824819,None,614.4285087824819,None,c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23_24Exp,001,2021_May_03_1549,ComputerHuman,2020.1.3,60.002367537957056,
Computer.xlsx,c,Sychronize.jpg,Number7.jpg,7,Computer,,,,,0,1,1,1,0,5,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,615.4786479259992,None,615.4786479259992,None,615.9120683543524,None,615.9120683543524,None,v,6.348638318279882,615.9120683543524,None,t,6.932167254517481,615.9120683543524,None,6.348638318279882,6.932167254517481,7.036714204542678,False,False,True,622.9268077830548,None,622.9268077830548,None,622.9268077830548,None,622.9268077830548,None,622.9268077830548,None,622.9268077830548,None,622.9268077830548,None,622.9268077830548,None,623.9265816247143,None,623.9265816247143,None,624.9097965056126,None,624.9097965056126,None,c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23_24Exp,001,2021_May_03_1549,ComputerHuman,2020.1.3,60.002367537957056,
Computer.xlsx,c,Sychronize.jpg,Number6.jpg,6,Computer,,,,,0,1,1,1,0,6,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,625.9598243343162,None,625.9598243343162,None,626.4100696599762,None,626.4100696599762,None,v,4.72633653964931,626.4100696599762,None,t,5.633259390783678,626.4100696599762,None,4.72633653964931,5.633259390783678,5.664813767480149,False,False,True,632.1267474741635,None,632.1267474741635,None,632.1267474741635,None,632.1267474741635,None,632.1267474741635,None,632.1267474741635,None,632.1267474741635,None,632.1267474741635,None,633.1415141701827,None,633.1415141701827,None,634.1078926052633,None,634.1078926052633,None,c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23_24Exp,001,2021_May_03_1549,ComputerHuman,2020.1.3,60.002367537957056,
Computer.xlsx,c,Sychronize.jpg,Number7.jpg,7,Computer,,,,,0,1,1,1,0,7,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,635.1418766651104,None,635.1418766651104,None,635.607928373568,None,635.607928373568,None,v,6.312134116707057,635.607928373568,None,t,5.567306165461559,635.607928373568,None,6.312134116707057,5.567306165461559,7.093815639800209,False,False,False,642.0063770235956,None,642.0063770235956,None,642.0063770235956,None,642.0063770235956,None,642.0063770235956,None,642.0063770235956,None,642.0063770235956,None,642.0063770235956,None,643.0060180573801,None,643.0060180573801,None,643.9892858689527,None,643.9892858689527,None,c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23_24Exp,001,2021_May_03_1549,ComputerHuman,2020.1.3,60.002367537957056,
Computer.xlsx,c,Sychronize.jpg,Number10.jpg,10,Computer,,,,,0,1,1,1,0,8,8,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,645.0395728975691,None,645.0395728975691,None,645.4895025639298,None,645.4895025639298,None,v,7.994211629671554,645.4895025639298,None,t,8.913297949979096,645.4895025639298,None,7.994211629671554,8.913297949979096,9.544576908212358,False,False,False,654.4872201290545,None,654.4872201290545,None,654.4872201290545,None,654.4872201290545,None,654.4872201290545,None,654.4872201290545,None,654.4872201290545,None,654.4872201290545,None,655.4701533546013,None,655.4701533546013,None,656.45343014835,None,656.45343014835,None,c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23_24Exp,001,2021_May_03_1549,ComputerHuman,2020.1.3,60.002367537957056,
Computer.xlsx,c,Sychronize.jpg,Number9.jpg,9,Computer,,,,,0,1,1,1,0,9,9,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,657.5199601576369,None,657.5199601576369,None,657.9702058040884,None,657.9702058040884,None,v,7.717092918998787,657.9702058040884,None,t,7.852205043812319,657.9702058040884,None,7.717092918998787,7.852205043812319,8.707371248682923,False,False,False,665.9182493740545,None,665.9182493740545,None,665.9182493740545,None,665.9182493740545,None,665.9182493740545,None,665.9182493740545,None,665.9182493740545,None,665.9182493740545,None,666.9179157504041,None,666.9179157504041,None,667.8845293259992,None,667.8845293259992,None,c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23_24Exp,001,2021_May_03_1549,ComputerHuman,2020.1.3,60.002367537957056,
Computer.xlsx,c,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,668.8846842685216,None,668.8846842685216,None,a,0,3.4904736012267676,668.8846842685216,None,o,0,4.2333113590839275,668.8846842685216,None,c,h,673.2173179545662,None,673.2173179545662,None,675.2163828459697,None,None,None,None,None,None,None,None,,,,,,,,,,,,,,,,,,23_24Exp,001,2021_May_03_1549,ComputerHuman,2020.1.3,60.002367537957056,
Human.xlsx,h,Sychronize.jpg,Number8.jpg,8,Human,,,,,0,2,2,0,0,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,680.2183910037093,None,680.2183910037093,None,683.2821634852116,None,683.2821634852116,None,683.7153292047406,None,683.7153292047406,None,v,5.919213995512109,683.7153292047406,None,t,7.126266927791221,683.7153292047406,None,5.919213995512109,7.126266927791221,7.66029187621118,False,False,False,690.914671260407,None,690.914671260407,None,690.914671260407,None,690.914671260407,None,690.914671260407,None,690.914671260407,None,690.914671260407,None,690.914671260407,None,691.9324883672807,None,691.9324883672807,None,692.9294693940392,None,692.9294693940392,None,h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23_24Exp,001,2021_May_03_1549,ComputerHuman,2020.1.3,60.002367537957056,
Human.xlsx,h,Sychronize.jpg,Number10.jpg,10,Human,,,,,0,2,2,0,0,1,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,693.9789647080706,None,693.9789647080706,None,694.4295683583623,None,694.4295683583623,None,v,8.096612276387532,694.4295683583623,None,t,6.792275970917217,694.4295683583623,None,8.096612276387532,6.792275970917217,10.716967280047946,False,False,False,702.594714631482,None,702.594714631482,None,702.594714631482,None,702.594714631482,None,702.594714631482,None,702.594714631482,None,702.594714631482,None,702.594714631482,None,703.580022679992,None,703.580022679992,None,704.5771987482694,None,704.5771987482694,None,h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23_24Exp,001,2021_May_03_1549,ComputerHuman,2020.1.3,60.002367537957056,
Human.xlsx,h,Sychronize.jpg,Number10.jpg,10,Human,,,,,0,2,2,0,0,2,2,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,705.6275630877508,None,705.6275630877508,None,706.0774362947241,None,706.0774362947241,None,v,7.356412711702433,706.0774362947241,None,t,9.523150754582275,706.0774362947241,None,7.356412711702433,9.523150754582275,9.262989814529192,False,False,False,715.6767305523872,None,715.6767305523872,None,715.6767305523872,None,715.6767305523872,None,715.6767305523872,None,715.6767305523872,None,715.6767305523872,None,715.6767305523872,None,716.6770702710846,None,716.6770702710846,None,717.657916103275,None,717.657916103275,None,h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23_24Exp,001,2021_May_03_1549,ComputerHuman,2020.1.3,60.002367537957056,
Human.xlsx,h,Sychronize.jpg,Number9.jpg,9,Human,,,,,0,2,2,0,0,3,3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,718.7254928567645,None,718.7254928567645,None,719.1580128220548,None,719.1580128220548,None,v,7.411406079328117,719.1580128220548,None,t,7.558138893299656,719.1580128220548,None,7.411406079328117,7.558138893299656,9.07591117846687,True,False,False,726.8059458791859,None,726.8059458791859,None,726.8059458791859,None,726.8059458791859,None,726.8059458791859,None,726.8059458791859,None,726.8059458791859,None,726.8059458791859,None,727.7916074404484,None,727.7916074404484,None,728.7889070136353,None,728.7889070136353,None,h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23_24Exp,001,2021_May_03_1549,ComputerHuman,2020.1.3,60.002367537957056,
Human.xlsx,h,Sychronize.jpg,Number8.jpg,8,Human,,,,,0,2,2,0,0,4,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,729.8389114245247,None,729.8389114245247,None,730.2889527264906,None,730.2889527264906,None,v,6.756401483983609,730.2889527264906,None,t,6.907228565883088,730.2889527264906,None,6.756401483983609,6.907228565883088,7.444029082272648,True,False,False,737.2545070469969,None,737.2545070469969,None,737.2545070469969,None,737.2545070469969,None,737.2545070469969,None,737.2545070469969,None,737.2545070469969,None,737.2545070469969,None,738.2563804721094,None,738.2563804721094,None,739.2535712968174,None,739.2535712968174,None,h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23_24Exp,001,2021_May_03_1549,ComputerHuman,2020.1.3,60.002367537957056,
