Condition,CorrectTuringReply,Sychronize,NumberImage,Number,Partner,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Block.thisRepN,Block.thisTrialN,Block.thisN,Block.thisIndex,trials_loop.thisRepN,trials_loop.thisTrialN,trials_loop.thisN,trials_loop.thisIndex,key_resp_Istr.keys,key_resp_Istr.rt,key_resp_Istr.started,key_resp_Istr.stopped,key_respPrLeft.keys,key_respPrRight.keys,key_respPrRight.rt,RTPrLeft,RTPrRight,CompPr,SychronizedRTsPr,SychronizedRTsLeftCPr,SychronizedRTsRightCPr,CreditLeftPr.started,CreditLeftPr.stopped,CreditRightPr.started,CreditRightPr.stopped,key_respPrLeft.rt,text_StartExp.started,text_StartExp.stopped,key_startExp.keys,key_startExp.rt,key_startExp.started,key_startExp.stopped,SychroLeft.started,SychroLeft.stopped,SychroRight.started,SychroRight.stopped,NumberLeft.started,NumberLeft.stopped,NumberRight.started,NumberRight.stopped,CrossLeft.started,CrossLeft.stopped,CrossRight.started,CrossRight.stopped,key_respLeft.keys,key_respLeft.rt,key_respLeft.started,key_respLeft.stopped,key_respRight.keys,key_respRight.rt,key_respRight.started,key_respRight.stopped,RTLeft,RTRight,Comp,SychronizedRTs,SychronizedRTsLeftC,SychronizedRTsRightC,FeedbackLeftLeft.started,FeedbackLeftLeft.stopped,FeedbackLeftRight.started,FeedbackLeftRight.stopped,FeedbackRightLeft.started,FeedbackRightLeft.stopped,FeedbackRightRight.started,FeedbackRightRight.stopped,textLeftLeft.started,textLeftLeft.stopped,textLeftRight.started,textLeftRight.stopped,textRightLeft.started,textRightLeft.stopped,textRightRight.started,textRightRight.stopped,CreditLeft.started,CreditLeft.stopped,CreditRight.started,CreditRight.stopped,BlankLeft.started,BlankLeft.stopped,BlankRight.started,BlankRight.stopped,CorrectTuringReply,TuringtextLeft.started,TuringtextLeft.stopped,TuringtextRight.started,TuringtextRight.stopped,keyTuringLeft.keys,keyTuringLeft.corr,keyTuringLeft.rt,keyTuringLeft.started,keyTuringLeft.stopped,keyTuringRight.keys,keyTuringRight.corr,keyTuringRight.rt,keyTuringRight.started,keyTuringRight.stopped,RespTuringLeft,RespTuringRight,ScoreLeft.started,ScoreLeft.stopped,ScoreRight.started,ScoreRight.stopped,BlockText.started,BlockText.stopped,text_Pause.started,text_Pause.stopped,text_LongPause.started,text_LongPause.stopped,key_respPause.keys,key_respPause.started,key_respPause.stopped,key_respPause.rt,QuestImageLeft.started,QuestImageLeft.stopped,QuestImageRight.started,QuestImageRight.stopped,respQuestLeft.keys,respQuestLeft.rt,respQuestLeft.started,respQuestLeft.stopped,respQuestRight.keys,respQuestRight.rt,respQuestRight.started,respQuestRight.stopped,RespInclusionLeft,RespInclusionRight,EndText.started,EndText.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,"['t', 'v']","[84.08791067086668, 95.45489885996903]",16.772701173391397,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49_50Exp,001,2021_May_17_1521,ComputerHuman,2020.1.3,60.00804608981156,
,,,,,,,,,,,,,,,,,,,,,,v,t,5.4140871093777605,3.687257254302949,5.4140871093777605,6,False,False,False,192.21108626894966,None,192.21108626894966,None,3.687257254302949,193.21085499092214,None,"['space', 'space']","[59.20137612030294, 177.2749793100793]",194.1938963130242,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49_50Exp,001,2021_May_17_1521,ComputerHuman,2020.1.3,60.00804608981156,
Human.xlsx,h,Sychronize.jpg,Number10.jpg,10,Human,,,,,0,0,0,6,0,0,0,9,,,,,,,,,,,,,,,,,,,,,,,,,371.56845091837613,None,371.56845091837613,None,374.6149923335024,None,374.6149923335024,None,375.0481840985931,None,375.0481840985931,None,v,8.367631661673386,375.0481840985931,None,t,10.242652672367967,375.0481840985931,None,8.367631661673386,10.242652672367967,9.941237618104482,False,False,False,385.3629756275941,None,385.3629756275941,None,385.3629756275941,None,385.3629756275941,None,385.3629756275941,None,385.3629756275941,None,385.3629756275941,None,385.3629756275941,None,386.36463563285497,None,386.36463563285497,None,387.3777735720746,None,387.3777735720746,None,h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49_50Exp,001,2021_May_17_1521,ComputerHuman,2020.1.3,60.00804608981156,
Human.xlsx,h,Sychronize.jpg,Number6.jpg,6,Human,,,,,0,0,0,6,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,388.4278306698402,None,388.4278306698402,None,388.8777674773696,None,388.8777674773696,None,v,6.329029722915038,388.8777674773696,None,t,5.8080026688394355,388.8777674773696,None,6.329029722915038,5.8080026688394355,6.065318427030147,False,False,False,395.2760458835078,None,395.2760458835078,None,395.2760458835078,None,395.2760458835078,None,395.2760458835078,None,395.2760458835078,None,395.2760458835078,None,395.2760458835078,None,396.2778961077288,None,396.2778961077288,None,397.25859353448004,None,397.25859353448004,None,h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49_50Exp,001,2021_May_17_1521,ComputerHuman,2020.1.3,60.00804608981156,
Human.xlsx,h,Sychronize.jpg,Number6.jpg,6,Human,,,,,0,0,0,6,0,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.30902882474857,None,398.30902882474857,None,398.7584017116501,None,398.7584017116501,None,v,5.019686860456659,398.7584017116501,None,t,6.131046749597772,398.7584017116501,None,5.019686860456659,6.131046749597772,5.990850827555608,False,False,False,404.9568931117001,None,404.9568931117001,None,404.9568931117001,None,404.9568931117001,None,404.9568931117001,None,404.9568931117001,None,404.9568931117001,None,404.9568931117001,None,405.9589845579417,None,405.9589845579417,None,406.9560751380932,None,406.9560751380932,None,h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49_50Exp,001,2021_May_17_1521,ComputerHuman,2020.1.3,60.00804608981156,
Human.xlsx,h,Sychronize.jpg,Number8.jpg,8,Human,,,,,0,0,0,6,0,3,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,408.0061543692623,None,408.0061543692623,None,408.45620761774035,None,408.45620761774035,None,v,6.952815112302687,408.45620761774035,None,t,8.479849621166068,408.45620761774035,None,6.952815112302687,8.479849621166068,7.86515888663026,False,False,False,417.02024308250975,None,417.02024308250975,None,417.02024308250975,None,417.02024308250975,None,417.02024308250975,None,417.02024308250975,None,417.02024308250975,None,417.02024308250975,None,417.98883257523767,None,417.98883257523767,None,418.98633406683666,None,418.98633406683666,None,h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49_50Exp,001,2021_May_17_1521,ComputerHuman,2020.1.3,60.00804608981156,
Human.xlsx,h,Sychronize.jpg,Number7.jpg,7,Human,,,,,0,0,0,6,0,4,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,420.0536266704303,None,420.0536266704303,None,420.48613647007505,None,420.48613647007505,None,v,7.241818660063018,420.48613647007505,None,t,6.940959306615241,420.48613647007505,None,7.241818660063018,6.940959306615241,6.73409035751903,False,False,False,427.8020988240428,None,427.8020988240428,None,427.8020988240428,None,427.8020988240428,None,427.8020988240428,None,427.8020988240428,None,427.8020988240428,None,427.8020988240428,None,428.8026855196217,None,428.8026855196217,None,429.80023993892473,None,429.80023993892473,None,h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49_50Exp,001,2021_May_17_1521,ComputerHuman,2020.1.3,60.00804608981156,
Human.xlsx,h,Sychronize.jpg,Number9.jpg,9,Human,,,,,0,0,0,6,0,5,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,430.85010168534654,None,430.85010168534654,None,431.2833524728467,None,431.2833524728467,None,v,7.699621486723117,431.2833524728467,None,t,8.474784600283783,431.2833524728467,None,7.699621486723117,8.474784600283783,9.336278502137828,False,False,False,439.8477202594422,None,439.8477202594422,None,439.8477202594422,None,439.8477202594422,None,439.8477202594422,None,439.8477202594422,None,439.8477202594422,None,439.8477202594422,None,440.83301213167124,None,440.83301213167124,None,441.8304225234647,None,441.8304225234647,None,h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49_50Exp,001,2021_May_17_1521,ComputerHuman,2020.1.3,60.00804608981156,
Human.xlsx,h,Sychronize.jpg,Number8.jpg,8,Human,,,,,0,0,0,6,0,6,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,442.8803381599123,None,442.8803381599123,None,443.33033366907694,None,443.33033366907694,None,v,6.879644325829304,443.33033366907694,None,t,7.9748234139328815,443.33033366907694,None,6.879644325829304,7.9748234139328815,7.6826577596193975,False,False,False,451.3947428355136,None,451.3947428355136,None,451.3947428355136,None,451.3947428355136,None,451.3947428355136,None,451.3947428355136,None,451.3947428355136,None,451.3947428355136,None,452.363600495275,None,452.363600495275,None,453.3609117679139,None,453.3609117679139,None,h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49_50Exp,001,2021_May_17_1521,ComputerHuman,2020.1.3,60.00804608981156,
Human.xlsx,h,Sychronize.jpg,Number10.jpg,10,Human,,,,,0,0,0,6,0,7,7,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,454.4449580748428,None,454.4449580748428,None,454.87763820546206,None,454.87763820546206,None,v,9.539155273844699,454.87763820546206,None,t,9.12671277257732,454.87763820546206,None,9.539155273844699,9.12671277257732,9.2652954884441,False,False,False,464.4930651876848,None,464.4930651876848,None,464.4930651876848,None,464.4930651876848,None,464.4930651876848,None,464.4930651876848,None,464.4930651876848,None,464.4930651876848,None,465.47639841409364,None,465.47639841409364,None,466.47418379064993,None,466.47418379064993,None,h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49_50Exp,001,2021_May_17_1521,ComputerHuman,2020.1.3,60.00804608981156,
